C	Chapter 4
V	23004002
c	a
i	c23004002.1
m	Gen. 36:8; Deut. 2:5; Jer. Ezek. 25:12-14; Joel 3:19; Amos 1:11, 12; Obad. 1-9, 15, 16 b Amos 1:11
V	23004005
c	d
i	c23004005.2
m	Ezek. 25:12
V	23004005
c	e
i	c23004005.3
m	Ps. 137:7; Dan. 9:24; Amos 1:11; Obad.
V	23004006
c	f
i	c23004006.4
m	Is. 63:1-6; Ezek. 16:38; 32:6
V	23004006
c	g
i	c23004006.5
m	Ps. 109:17
V	23004009
c	i
i	c23004009.6
m	Jer. 49:13; Ezek. 36:2, 5 l [Ps. 48:1-3; 132:13, 14]; Is. 12:6; Ezek. 48:35; Zeph. 3:15
V	23004011
c	m
i	c23004011.7
m	[Matt. 7:2; James 2:13]
V	23004011
c	n
i	c23004011.8
m	Ps. 9:16 o Zeph. 2:8 p Is.
V	23004014
c	s
i	c23004014.9
m	Is. 65:13, 14
