C	Chapter 12
V	21012002
c	a
i	c21012002.1
m	Jer. 3:7, 8; Ezek.
V	21012003
c	b
i	c21012003.2
m	Lev. 17:7; Josh. 24:14; Jer. 3:9
V	21012003
c	c
i	c21012003.3
m	Ezek. 16:22
V	21012004
c	d
i	c21012004.4
m	Jer. 3:6,
V	21012004
c	e
i	c21012004.5
m	Ezek. 16:8,
V	21012005
c	f
i	c21012005.6
m	2 Kin. 15:19; 16:7; 17:3; Ezek. 16:28; Hos. 5:13;
V	21012008
c	g
i	c21012008.7
m	Ex. 32:4; 1 Kin. 12:28; 2 Kin. 10:29; 17:16; Ezek.
V	21012011
c	i
i	c21012011.8
m	Jer. 3:8 j Jer. 3:8-11; Ezek.
V	21012012
c	k
i	c21012012.9
m	2 Kin. 16:7, 8; Ezek. 16:28 l Ezek.
V	21012014
c	m
i	c21012014.10
m	Jer. 50:2; Ezek. 8:10; 16:29
V	21012016
c	n
i	c21012016.11
m	2 Kin. 24:1
V	21012016
c	o
i	c21012016.12
m	Is. 57:9
V	21012017
c	p
i	c21012017.13
m	Ezek. 23:22,
V	21012018
c	q
i	c21012018.14
m	Jer. 6:8 r Ps. 78:59; 106:40; Jer.
V	21012019
c	s
i	c21012019.15
m	Lev. 18:3; Ezek. 23:2
V	21012021
c	t
i	c21012021.16
m	Ezek. 16:26
V	21012022
c	u
i	c21012022.17
m	Ezek. 16:37-
V	21012023
c	v
i	c21012023.18
m	Jer. 50:21
V	21012023
c	w
i	c21012023.19
m	Ezek. 23:12
V	21012026
c	y
i	c21012026.20
m	Is. 3:18-23; Ezek. 16:39
V	21012027
c	z
i	c21012027.21
m	Ezek. 16:41; 22:15 a Ezek.
V	21012028
c	b
i	c21012028.22
m	Jer. 21:7-10; Ezek.16:37-41
V	21012028
c	c
i	c21012028.23
m	Ezek. 23:17
V	21012029
c	d
i	c21012029.24
m	Deut. 28:48; Ezek. 23:25, 26, 45-
V	21012030
c	f
i	c21012030.25
m	Ezek. 6:9
V	21012031
c	g
i	c21012031.26
m	2 Kin. 21:13; Jer. 7:14, 15; 25:15; Ezek. 23:33
V	21012032
c	h
i	c21012032.27
m	Ezek. 22:4,
V	21012034
c	i
i	c21012034.28
m	Ps. 75:8; Is. 51:17
V	21012035
c	j
i	c21012035.29
m	Is. 17:10; Jer. 3:21; Ezek. 22:12; Hos. 8:14; 13:6 k 1 Kin. 14:9; Jer. 2:27; 32:33; Neh.
V	21012036
c	l
i	c21012036.30
m	Jer. 1:10; Ezek. 20:4; 22:2 m Is. 58:1; Ezek. 16:2; Mic. 3:8
V	21012037
c	n
i	c21012037.31
m	Ezek. 16:38
V	21012037
c	o
i	c21012037.32
m	Ezek. 16:20, 21,
V	21012038
c	p
i	c21012038.33
m	2 Kin. 21:4, 7; Ezek. 5:11; 7:20
V	21012038
c	q
i	c21012038.34
m	Ezek. 22:8
V	21012039
c	r
i	c21012039.35
m	2 Kin. 21:2-8
V	21012040
c	s
i	c21012040.36
m	Is. 57:9 t Ruth 3:3 u 2 Kin. 9:30; Jer. 4:30
V	21012041
c	v
i	c21012041.37
m	Esth. 1:6; Is. 57:7; Amos 2:8; 6:4
V	21012041
c	w
i	c21012041.38
m	Prov. 7:17; Ezek. 16:18, 19; Hos. 2:8
V	21012045
c	x
i	c21012045.39
m	Ezek. 16:38
V	21012045
c	y
i	c21012045.40
m	Ezek. 23:37
V	21012047
c	e
i	c21012047.41
m	Ezek. 16:39
V	21012047
c	a
i	c21012047.42
m	Lev. 20:10; Ezek. 16:40 b 2 Chr. 36:17, 19;
V	21012048
c	c
i	c21012048.43
m	Ezek. 22:15
V	21012048
c	d
i	c21012048.44
m	Deut. 13:11; Ezek. 22:15; 2 Pet. 2:6
V	21012049
c	e
i	c21012049.45
m	Is. 59:18; Ezek. 23:35 f Ezek.
