C	Chapter 11
V	21011002
c	a
i	c21011002.1
m	Ezek. 20:4
V	21011002
c	b
i	c21011002.2
m	Nah. 3:1
V	21011003
c	c
i	c21011003.3
m	Ezek. 24:6,
V	21011004
c	e
i	c21011004.4
m	Deut. 28:37; 1 Kin. 9:7; Ezek. 5:14; Dan. 9:16
V	21011006
c	f
i	c21011006.5
m	Is. 1:23; Ezek. 22:27; Mic. 3:1-3;
V	21011007
c	g
i	c21011007.6
m	Ex. 20:12; Lev. 20:9; Deut. 5:16; 27:16 h Ex. 22:22; Jer. 5:28; Ezek. 22:25; Mal. 3:5
V	21011008
c	i
i	c21011008.7
m	Lev. 19:30
V	21011009
c	j
i	c21011009.8
m	Lev. 19:16; Jer. 9:4 k Ezek. 18:6,
V	21011010
c	l
i	c21011010.9
m	Lev. 18:7,
V	21011010
c	m
i	c21011010.10
m	Lev. 18:19; 20:18; Ezek. 18:6
V	21011011
c	n
i	c21011011.11
m	Lev. 18:20; Jer. 5:8; Ezek. 18:11
V	21011011
c	o
i	c21011011.12
m	Lev. 18:15 p Lev.
V	21011012
c	q
i	c21011012.13
m	Ex. 23:8; Deut. 16:19; 27:25; Mic. 7:2, 3 r Ex. 22:25 s Deut. 32:18; Ps. 106:21; Jer. 3:21; Ezek.
V	21011013
c	t
i	c21011013.14
m	Ezek. 21:17
V	21011014
c	u
i	c21011014.15
m	Ezek. 21:7
V	21011014
c	v
i	c21011014.16
m	Ezek. 17:24
V	21011015
c	w
i	c21011015.17
m	Deut. 4:27; Neh. 1:8; Ezek. 20:23; Zech. 7:14
V	21011015
c	x
i	c21011015.18
m	Ezek. 23:27,
V	21011016
c	y
i	c21011016.19
m	Ps. 9:16
V	21011018
c	z
i	c21011018.20
m	Ps. 119:119; Is. 1:22; Jer. 6:28; Lam. 4:1
V	21011018
c	a
i	c21011018.21
m	Prov. 17:3; Is.
V	21011020
c	b
i	c21011020.22
m	Is. 1:25; Jer. 9:7
V	21011022
c	c
i	c21011022.23
m	Ezek. 20:8, 33; Hos. 5:10
V	21011024
c	d
i	c21011024.24
m	Is. 9:13; Jer. 2:30; Ezek. 24:13; Zeph. 3:2 4 So
V	21011026
c	h
i	c21011026.25
m	Jer. 32:32; Lam. 4:3; Mal. 2:8 i
V	21011027
c	k
i	c21011027.26
m	Is. 1:23; Ezek. 22:6; Mic. 3:1-3, 9-
V	21011028
c	l
i	c21011028.27
m	Ezek. 13:10
V	21011028
c	m
i	c21011028.28
m	Ezek. 13:6,
V	21011028
c	n
i	c21011028.29
m	Jer. 23:25-32; Ezek. 21:29
V	21011029
c	o
i	c21011029.30
m	Ex. 23:9; Lev.
V	21011030
c	p
i	c21011030.31
m	Is. 59:16; 63:5; Jer. 5:1 q Ezek. 13:5 r Ps. 106:23; Jer. 15:1
V	21011031
c	s
i	c21011031.32
m	Ezek. 22:22
V	21011031
c	t
i	c21011031.33
m	Ezek. 9:10; [Rom.
