C	Chapter 10
V	21010002
c	a
i	c21010002.1
m	Ezek. 20:46
V	21010002
c	b
i	c21010002.2
m	Amos 7:16
V	21010003
c	c
i	c21010003.3
m	Jer. 21:13; Ezek. 5:8; Nah. 2:13; 3:5
V	21010003
c	d
i	c21010003.4
m	Job 9:22
V	21010004
c	e
i	c21010004.5
m	Jer. 12:12; Ezek.
V	21010007
c	h
i	c21010007.6
m	Ezek. 7:17
V	21010007
c	g
i	c21010007.7
m	Gen. 15:14
V	21010007
c	h
i	c21010007.8
m	Ezek. 16:3
V	21010009
c	i
i	c21010009.9
m	Deut. 32:41; Ezek. 5:1; 21:15,
V	21010011
c	j
i	c21010011.10
m	Ezek. 21:19
V	21010012
c	k
i	c21010012.11
m	Jer. 31:19
V	21010013
c	l
i	c21010013.12
m	Job 9:23; 2 Cor. 8:2 m Ezek.
V	21010014
c	n
i	c21010014.13
m	Num. 24:10; Ezek. 6:11 o 1 Kin.
V	21010015
c	p
i	c21010015.14
m	Ezek. 21:10,
V	21010016
c	q
i	c21010016.15
m	Ezek. 14:17
V	21010017
c	r
i	c21010017.16
m	Ezek. 22:13
V	21010017
c	s
i	c21010017.17
m	Ezek. 5:13; 16:42;
V	21010022
c	u
i	c21010022.18
m	Jer. 51:14
V	21010022
c	v
i	c21010022.19
m	Ezek. 4:2
V	21010023
c	w
i	c21010023.20
m	Ezek. 17:16,
V	21010025
c	x
i	c21010025.21
m	2 Chr. 36:13; Jer. 52:2; Ezek.
V	21010025
c	y
i	c21010025.22
m	Ezek. 21:29
V	21010026
c	z
i	c21010026.23
m	Luke 1:52
V	21010027
c	a
i	c21010027.24
m	Gen. 49:10; [Luke 1:32, 33; John 1:49] b Ps. 2:6; 72:7, 10; [Jer. 23:5, 6; Ezek.
V	21010028
c	c
i	c21010028.25
m	Jer. 25:21; 49:1-6; Ezek. 25:1-7; Amos 1:13; Zeph. 2:8-11
V	21010029
c	d
i	c21010029.26
m	Jer. 27:9; Ezek. 12:24; 13:6-9; 22:28 e Job 18:20; Ps. 37:17; Is. 10:3; Ezek. 7:2, 3,
V	21010030
c	f
i	c21010030.27
m	Jer. 47:6,
V	21010031
c	i
i	c21010031.28
m	Ezek. 7:8 j Ps. 18:15; Is. 30:33; Ezek. 22:20, 21; Hag. 1:9 k Jer. 6:22, 23; 51:20, 21; Hab.
V	21010032
c	l
i	c21010032.29
m	Ezek. 25:10
