C	Chapter 7
V	21007002
c	a
i	c21007002.1
m	Jer. 31:29; Lam. 5:7
V	21007004
c	b
i	c21007004.2
m	Num. 16:22; 27:16; Is. 42:5; 57:16 c Ezek. 18:20; [Rom. 6:23]
V	21007006
c	d
i	c21007006.3
m	Ezek. 22:9 1 At 18:20; 20:10 f Lev.
V	21007007
c	g
i	c21007007.4
m	Ex. 22:21; Lev. 19:15; 25:14 h Ex. 22:26; Deut. 24:12
V	21007007
c	i
i	c21007007.5
m	Deut. 15:7, 11; Ezek. 18:16; [Matt. 25:35-40]; Luke 3:11 j Is. 58:7
V	21007008
c	k
i	c21007008.6
m	Ex. 22:25; Lev. 25:36; Deut. 23:19; Neh. 5:7; Ps. 15:5
V	21007008
c	l
i	c21007008.7
m	Deut. 1:16; Zech.
V	21007009
c	m
i	c21007009.8
m	Ezek. 20:11; Amos 5:4; [Hab. 2:4; Rom. 1:17]
V	21007012
c	o
i	c21007012.9
m	2 Kin. 21:11; Ezek. 8:6,
V	21007013
c	p
i	c21007013.10
m	Lev. 20:9, 11- 13, 16, 27; Ezek. 3:18; Acts 18:6
V	21007015
c	q
i	c21007015.11
m	Ezek. 18:6 5 At
V	21007018
c	r
i	c21007018.12
m	Ezek. 3:18
V	21007019
c	s
i	c21007019.13
m	Ex. 20:5; Deut. 5:9; 2 Kin. 23:26;
V	21007020
c	t
i	c21007020.14
m	2 Kin. 14:6; 22:18-20; Ezek. 18:4 u Deut. 24:16; 2 Kin. 14:6; 2 Chr. 25:4; Jer. 31:29, 30 v 1 Kin. 8:32; Is. 3:10, 11; [Matt. 16:27] w Rom.
V	21007021
c	x
i	c21007021.15
m	Ezek. 18:27;
V	21007022
c	y
i	c21007022.16
m	Is. 43:25; Jer. 50:20; Ezek. 18:24; 33:16; Mic. 7:19 z [Ps. 18:20-24]
V	21007023
c	a
i	c21007023.17
m	Lam. 3:33; [Ezek. 18:32; 33:11; 1 Tim. 2:4; 2 Pet. 3:9]
V	21007024
c	b
i	c21007024.18
m	1 Sam. 15:11; 2 Chr. 24:2, 17-22; Ezek. 3:20; 18:26; 33:18 c [2 Pet.
V	21007025
c	d
i	c21007025.19
m	Ezek. 18:29; 33:17, 20; Mal.
V	21007026
c	e
i	c21007026.20
m	Ezek. 18:24
V	21007027
c	f
i	c21007027.21
m	Ezek. 18:21
V	21007028
c	g
i	c21007028.22
m	Ezek. 18:14
V	21007029
c	h
i	c21007029.23
m	Ezek. 18:25
V	21007030
c	i
i	c21007030.24
m	Ezek. 7:3; 33:20 j Matt. 3:2; Rev. 2:5
V	21007032
c	m
i	c21007032.25
m	Lam. 3:33; Ezek. 33:11; [2 Pet. 3:9] n [Prov. 4:2, 5, 6]
