C	Chapter 6
V	58006002
c	a
i	c58006002.1
m	John 1:13
V	58006005
c	b
i	c58006005.2
m	Acts 10:42;
V	58006006
c	c
i	c58006006.3
m	1 Pet. 1:12; 3:19
V	58006007
c	e
i	c58006007.4
m	Rom. 13:11;
V	58006008
c	f
i	c58006008.5
m	[Prov. 10:12];
V	58006009
c	g
i	c58006009.6
m	1 Tim. 3:2;
V	58006010
c	i
i	c58006010.7
m	Rom. 12:6-8
V	58006011
c	l
i	c58006011.8
m	Eph. 4:29
V	58006013
c	n
i	c58006013.9
m	James 1:2
V	58006014
c	p
i	c58006014.10
m	Matt. 5:11;
V	58006014
c	q
i	c58006014.11
m	Matt. 5:16
V	58006017
c	r
i	c58006017.12
m	Is. 10:12
V	58006018
c	t
i	c58006018.13
m	Prov. 11:31
V	58006019
c	u
i	c58006019.14
m	Ps. 37:5-7;
