C	Chapter 4
V	11004001
c	a
i	c11004001.1
m	1 Kin. 3:1; 9:10; 2 Chr. 8:1
V	11004002
c	b
i	c11004002.2
m	1 Kin. 10:17, 21; 2 Chr. 9:16
V	11004008
c	c
i	c11004008.3
m	1 Kin. 3:1; 9:24; 11:1; 2 Chr. 8:11
V	11004012
c	d
i	c11004012.4
m	1 Kin. 6:36
V	11004012
c	e
i	c11004012.5
m	John 10:23; Acts
V	11004014
c	f
i	c11004014.6
m	2 Chr. 2:14 g 2 Chr. 4:16 h Ex.
V	11004015
c	i
i	c11004015.7
m	2 Kin. 25:17; 2 Chr. 3:15; 4:12; Jer. 52:21 armory (10:16, 17; Is. 22:8). the escorts (2 Kin. 11:19). of Naphtali (2 Chr. 2:14). Like his father, Huram had become a
V	11004020
c	j
i	c11004020.8
m	2 Chr. 3:16; 4:13; Jer. 52:23
V	11004021
c	k
i	c11004021.9
m	2 Chr. 3:17
V	11004023
c	l
i	c11004023.10
m	2 Kin. 25:13; 2 Chr. 4:2; Jer.
V	11004024
c	m
i	c11004024.11
m	2 Chr. 4:3
V	11004025
c	n
i	c11004025.12
m	2 Chr. 4:4, 5; Jer. 52:20
V	11004038
c	o
i	c11004038.13
m	Ex. 30:18; 2 Chr. 4:6 2 About
V	11004040
c	p
i	c11004040.14
m	2 Chr. 4:11– 5:1
V	11004041
c	q
i	c11004041.15
m	1 Kin. 7:17,
V	11004045
c	s
i	c11004045.16
m	Ex. 27:3; 2 Chr. 4:16
V	11004046
c	t
i	c11004046.17
m	2 Chr. 4:17
V	11004046
c	u
i	c11004046.18
m	Gen. 33:17; Josh. 13:27 v Josh. 3:16
V	11004047
c	w
i	c11004047.19
m	1 Chr. 22:3,
V	11004048
c	x
i	c11004048.20
m	Ex. 37:25, 26; 2 Chr. 4:8 y Ex. 37:10, 11 z Lev.
V	11004051
c	a
i	c11004051.21
m	2 Sam. 8:11; 1 Chr. 18:11; 2 Chr. 5:1
