C	Chapter 6
V	11006001
c	a
i	c11006001.1
m	2 Chr. 7:11 b 1 Kin. 7:1 c 2 Chr.
V	11006002
c	d
i	c11006002.2
m	1 Kin. 3:5; 11:9; 2 Chr. 1:7
V	11006003
c	e
i	c11006003.3
m	2 Kin. 20:5; Ps. 10:17 f 1 Kin. 8:29
V	11006003
c	g
i	c11006003.4
m	Deut. 11:12
V	11006004
c	i
i	c11006004.5
m	1 Kin. 11:4, 6; 15:5 j 1 Kin. 8:61
V	11006005
c	k
i	c11006005.6
m	2 Sam. 7:12, 16; 1 Kin. 2:4; 6:12; 8:25; 1 Chr. 22:10; Matt. 1:6; 25:31
V	11006006
c	l
i	c11006006.7
m	2 Sam. 7:14-16; 2 Chr. 7:19, 20; Ps.
V	11006007
c	m
i	c11006007.8
m	[Lev. 18:24-29]; Deut. 4:26; 2 Kin. 17:23; 25:21 n [Jer. 7:4-14] o Deut. 28:37; Ps. 44:14; Jer. 24:9 2 destroy
V	11006008
c	p
i	c11006008.9
m	2 Chr. 7:21 q [Deut. 29:24-26]; Jer. 22:8,
V	11006009
c	r
i	c11006009.10
m	[Deut. 29:25-
V	11006010
c	s
i	c11006010.11
m	1 Kin. 6:37, 38; 7:1; 2 Chr. 8:1
V	11006011
c	t
i	c11006011.12
m	1 Kin. 5:1
V	11006013
c	u
i	c11006013.13
m	Josh. 19:27
V	11006015
c	v
i	c11006015.14
m	1 Kin. 5:13 w
V	11006016
c	a
i	c11006016.15
m	Josh. 16:10; Judg. 1:29
V	11006017
c	b
i	c11006017.16
m	Josh. 10:10; 16:3; 21:22; 2 Chr.
V	11006018
c	c
i	c11006018.17
m	Josh. 19:44; 2 Chr. 8:4
V	11006018
c	s
i	c11006018.18
m	Num. 33:35; Deut. 2:8; 1 Kin. 22:48
V	11006019
c	d
i	c11006019.19
m	1 Kin. 10:26; 2 Chr. 1:14 e 1 Kin. 4:26 f 1 Kin. 9:1
V	11006020
c	g
i	c11006020.20
m	2 Chr. 8:7
V	11006021
c	i
i	c11006021.21
m	Josh. 15:63;
V	11006021
c	j
i	c11006021.22
m	Judg. 1:28,
V	11006021
c	k
i	c11006021.23
m	Ezra 2:55, 58; Neh. 7:57
V	11006022
c	l
i	c11006022.24
m	[Lev. 25:39]
V	11006023
c	m
i	c11006023.25
m	2 Chr. 8:10
V	11006024
c	n
i	c11006024.26
m	1 Kin. 3:1 o 1 Kin. 7:8 p
V	11006025
c	q
i	c11006025.27
m	Ex. 23:14-17; Deut. 16:16; 2 Chr.
V	11006026
c	r
i	c11006026.28
m	2 Chr. 8:17,
V	11006027
c	t
i	c11006027.29
m	1 Kin. 5:6, 9;
V	11006028
c	u
i	c11006028.30
m	Job 22:24
