C	Chapter 17
V	11017001
c	a
i	c11017001.1
m	1 Kin. 15:18, 20; 2 Kin. 6:24 b 1 Kin. 16:24; 2 Kin. 6:24
V	11017011
c	d
i	c11017011.2
m	Prov. 27:1; [Eccl. 7:8]
V	11017012
c	e
i	c11017012.3
m	1 Kin. 20:16
V	11017013
c	f
i	c11017013.4
m	1 Kin. 20:28
V	11017016
c	g
i	c11017016.5
m	1 Kin. 16:9; 20:12; [Prov. 20:1]
V	11017022
c	h
i	c11017022.6
m	2 Sam. 11:1;
V	11017026
c	i
i	c11017026.7
m	Josh. 13:4; 2 Kin. 13:17
V	11017027
c	j
i	c11017027.8
m	Judg. 6:3-5;
V	11017028
c	k
i	c11017028.9
m	1 Kin. 17:18 l 1 Kin. 20:13
V	11017031
c	m
i	c11017031.10
m	Gen. 37:34;
V	11017034
c	n
i	c11017034.11
m	1 Kin. 15:20
V	11017035
c	o
i	c11017035.12
m	2 Kin. 2:3, 5, 7, 15 p 1 Kin.
V	11017036
c	q
i	c11017036.13
m	1 Kin. 13:24
V	11017039
c	r
i	c11017039.14
m	2 Sam. 12:1
V	11017042
c	t
i	c11017042.15
m	1 Kin. 22:31-37
V	11017043
c	u
i	c11017043.16
m	1 Kin. 21:4
