C	Chapter 8
V	58008001
c	a
i	c58008001.1
m	Gal. 2:8 b Eph.
V	58008002
c	c
i	c58008002.2
m	Dan. 4:1
V	58008003
c	d
i	c58008003.3
m	1 Pet. 1:5
V	58008004
c	f
i	c58008004.4
m	2 Cor. 1:20;
V	58008005
c	h
i	c58008005.5
m	2 Pet. 3:18
V	58008005
c	i
i	c58008005.6
m	2 Pet. 1:2
V	58008006
c	b
i	c58008006.7
m	Gen. 19:1-26;
V	58008007
c	j
i	c58008007.8
m	Gal. 6:10
V	58008007
c	c
i	c58008007.9
m	Gen. 19:16,
V	58008008
c	k
i	c58008008.10
m	[John 15:2]
V	58008008
c	d
i	c58008008.11
m	Ps. 119:139
V	58008009
c	l
i	c58008009.12
m	1 John 2:9-11
V	58008009
c	e
i	c58008009.13
m	Ps. 34:15-19;
V	58008010
c	m
i	c58008010.14
m	2 Cor. 13:5;
V	58008010
c	f
i	c58008010.15
m	Jude 4, 7,
V	58008011
c	h
i	c58008011.16
m	Jude
V	58008012
c	n
i	c58008012.17
m	Phil. 3:1;
V	58008012
c	i
i	c58008012.18
m	Jude
V	58008012
c	m
i	c58008012.19
m	1 Cor. 11:20,
V	58008013
c	p
i	c58008013.20
m	[2 Cor. 5:1, 4];
V	58008013
c	j
i	c58008013.21
m	Phil. 3:19
V	58008014
c	r
i	c58008014.22
m	[2 Cor. 5:1;
V	58008014
c	n
i	c58008014.23
m	Jude
V	58008015
c	o
i	c58008015.24
m	Num. 22:5, 7;
V	58008016
c	t
i	c58008016.25
m	1 Cor. 1:17
V	58008017
c	x
i	c58008017.26
m	Ps. 2:7; Is.
V	58008017
c	p
i	c58008017.27
m	Jude 12,
V	58008018
c	y
i	c58008018.28
m	Matt. 17:1
V	58008019
c	z
i	c58008019.29
m	[John 1:4,
V	58008019
c	q
i	c58008019.30
m	John 8:34;
V	58008020
c	d
i	c58008020.31
m	[Rom. 12:6]
V	58008020
c	r
i	c58008020.32
m	Matt. 12:45
V	58008021
c	e
i	c58008021.33
m	Jer. 23:26; [2 Tim. 3:16] f
V	58008021
c	t
i	c58008021.34
m	Luke 12:47
V	58008022
c	u
i	c58008022.35
m	Prov. 26:11
