C	Chapter 4
V	58004001
c	a
i	c58004001.1
m	Heb. 12:1
V	58004002
c	b
i	c58004002.2
m	[Matt. 18:3;
V	58004004
c	e
i	c58004004.3
m	Ps. 118:22
V	58004007
c	g
i	c58004007.4
m	Ps. 118:22;
V	58004008
c	h
i	c58004008.5
m	Is. 8:14 #
V	58004009
c	k
i	c58004009.6
m	Is. 9:2; 42:16;
V	58004010
c	l
i	c58004010.7
m	Hos. 1:9, 10;
V	58004011
c	m
i	c58004011.8
m	[Rom. 8:13];
V	58004012
c	n
i	c58004012.9
m	2 Cor. 8:21;
V	58004012
c	o
i	c58004012.10
m	Matt. 5:16;
V	58004013
c	p
i	c58004013.11
m	Matt. 22:21
V	58004016
c	q
i	c58004016.12
m	Rom. 6:14,
V	58004017
c	s
i	c58004017.13
m	Prov. 24:21
V	58004018
c	t
i	c58004018.14
m	Eph. 6:5-8
V	58004019
c	u
i	c58004019.15
m	Matt. 5:10
V	58004020
c	v
i	c58004020.16
m	Luke 6:32-34
V	58004021
c	w
i	c58004021.17
m	Matt. 16:24;
V	58004022
c	y
i	c58004022.18
m	Is. 53:9 #;
V	58004023
c	z
i	c58004023.19
m	Is. 53:7 #;
V	58004024
c	b
i	c58004024.20
m	Is. 53:4, 11 #;
V	58004025
c	e
i	c58004025.21
m	Is. 53:5,
V	58004025
c	f
i	c58004025.22
m	Is. 40:11;
