C	Chapter 3
V	58003001
c	a
i	c58003001.1
m	John 7:35;
V	58003002
c	b
i	c58003002.2
m	Eph. 1:4
V	58003003
c	k
i	c58003003.3
m	1 Cor. 15:20;
V	58003004
c	l
i	c58003004.4
m	Col. 1:5
V	58003005
c	m
i	c58003005.5
m	John 10:28;
V	58003006
c	n
i	c58003006.6
m	Matt. 5:12
V	58003007
c	q
i	c58003007.7
m	James 1:3 r Job
V	58003008
c	t
i	c58003008.8
m	1 John 4:20
V	58003011
c	v
i	c58003011.9
m	2 Pet. 1:21
V	58003012
c	w
i	c58003012.10
m	Eph. 3:10
V	58003014
c	x
i	c58003014.11
m	[Rom. 12:2];
V	58003015
c	y
i	c58003015.12
m	[2 Cor. 7:1]
V	58003016
c	z
i	c58003016.13
m	Lev. 11:44, 45;
V	58003017
c	a
i	c58003017.14
m	Acts 10:34
V	58003019
c	b
i	c58003019.15
m	Acts 20:28;
V	58003021
c	f
i	c58003021.16
m	Acts 2:24
V	58003022
c	h
i	c58003022.17
m	Acts 15:9
V	58003023
c	j
i	c58003023.18
m	John 1:13
V	58003024
c	l
i	c58003024.19
m	Is. 40:6-8;
V	58003025
c	m
i	c58003025.20
m	Is. 40:8
