C	Chapter 4
V	16004002
c	b
i	c16004002.1
m	Neh. 1:2 c Neh.
V	16004002
c	d
i	c16004002.2
m	Ex. 18:21
V	16004004
c	e
i	c16004004.3
m	Deut. 4:27
V	16004006
c	f
i	c16004006.4
m	Ezra 2:1-70
V	16004007
c	g
i	c16004007.5
m	Ezra 5:2; Neh. 12:1, 47; Matt. Ezra 2:2 3 Mispar, Ezra 2:2 Ezra 2:24 Ezra 2:25 list is found in Ezra 2 with some minor variations.
V	16004034
c	h
i	c16004034.6
m	Neh. 7:12
V	16004039
c	i
i	c16004039.7
m	1 Chr. 24:7
V	16004040
c	j
i	c16004040.8
m	1 Chr. 9:12
V	16004041
c	k
i	c16004041.9
m	Ezra 2:38;
V	16004042
c	l
i	c16004042.10
m	1 Chr. 24:8 Ezra 2:40; or Judah, Ezra 3:9 Ezra 2:50 59 8 Ami, Ezra 2:57
V	16004070
c	m
i	c16004070.11
m	Neh. 8:9
V	16004071
c	n
i	c16004071.12
m	Ezra 2:69
V	16004073
c	o
i	c16004073.13
m	Ezra 3:1
