C	Chapter 3
V	15003002
c	b
i	c15003002.1
m	2 Kin. 17:6
V	15003003
c	c
i	c15003003.2
m	Ezra 1:1; 5:13 (see 1 Kin. 6:36). The heavy stones that had aroused Tattenais
V	15003004
c	d
i	c15003004.3
m	1 Kin. 6:36
V	15003004
c	e
i	c15003004.4
m	Ezra 3:7
V	15003005
c	f
i	c15003005.5
m	Ezra 1:7, 8; 5:14
V	15003006
c	g
i	c15003006.6
m	Ezra 5:3,
V	15003010
c	h
i	c15003010.7
m	Ezra 7:23; [Jer. 29:7; 1 Tim.
V	15003011
c	i
i	c15003011.8
m	Dan. 2:5; 3:29
V	15003012
c	j
i	c15003012.9
m	Deut. 12:5, 11; 1 Kin. 9:3
V	15003014
c	k
i	c15003014.10
m	Ezra 5:1,
V	15003014
c	l
i	c15003014.11
m	Ezra 1:1; 5:13; 6:3
V	15003014
c	m
i	c15003014.12
m	Ezra 4:24; 6:12
V	15003014
c	n
i	c15003014.13
m	Ezra 7:1, 11; Neh.
V	15003016
c	o
i	c15003016.14
m	1 Kin. 8:63; 2 Chr. 7:5
V	15003017
c	p
i	c15003017.15
m	Ezra 8:35
V	15003018
c	q
i	c15003018.16
m	1 Chr. 24:1; 2 Chr. 35:5 r 1 Chr. 23:6 s Num.
V	15003020
c	u
i	c15003020.17
m	2 Chr. 29:34; 30:15 v 2 Chr.
V	15003021
c	w
i	c15003021.18
m	Ezra 9:11
V	15003022
c	x
i	c15003022.19
m	Ex. 12:15; 13:6, 7; 2 Chr. 30:21; 35:17 y Ezra 7:27; [Prov. 21:1] z 2 Kin. 23:29; 2 Chr. 33:11; Ezra
