C	Chapter 12
V	28012001
c	a
i	c28012001.1
m	Acts 14:6
V	28012001
c	b
i	c28012001.2
m	Acts 19:22; Rom. 16:21; 1 Cor. 4:17; 16:10; Phil. 1:1; 2:19; 1 Thess. 3:2; 2 Tim. 1:2 c 2 Tim.
V	28012003
c	d
i	c28012003.3
m	[1 Cor. 9:20; Gal. 2:3; 5:2]
V	28012004
c	e
i	c28012004.4
m	Acts 15:19-21
V	28012004
c	f
i	c28012004.5
m	Acts 15:28,
V	28012005
c	g
i	c28012005.6
m	Acts 2:47; 15:41
V	28012006
c	h
i	c28012006.7
m	Acts 18:23; Gal. 1:1, 2 1 The
V	28012008
c	i
i	c28012008.8
m	Acts 16:11; 20:5; 2 Cor. 2:12; 2 Tim.
V	28012009
c	j
i	c28012009.9
m	Acts 10:30
V	28012010
c	k
i	c28012010.10
m	2 Cor. 2:13
V	28012014
c	m
i	c28012014.11
m	Rev. 1:11; 2:18, 24 n Luke
V	28012015
c	o
i	c28012015.12
m	Gen. 19:3; 33:11; Judg. 19:21; Luke 24:29; [Heb.
V	28012016
c	p
i	c28012016.13
m	Lev. 19:31; 20:6, 27; Deut. 18:11;
V	28012018
c	r
i	c28012018.14
m	Mark 1:25,
V	28012019
c	t
i	c28012019.15
m	Acts 16:16; 19:25, 26 u Matt.
V	28012020
c	v
i	c28012020.16
m	1 Kin. 18:17; Acts 17:8
V	28012022
c	w
i	c28012022.17
m	2 Cor. 6:5; 11:23, 25; 1 Thess.
V	28012026
c	x
i	c28012026.18
m	Acts 4:31
V	28012026
c	y
i	c28012026.19
m	Acts 5:19;
V	28012031
c	a
i	c28012031.20
m	[John 3:16, 36; 6:47; Acts 13:38, 39; Rom. 10:9-11; 1 John 5:10]
V	28012034
c	s
i	c28012034.21
m	Mark 16:17
V	28012034
c	b
i	c28012034.22
m	Matt. 5:4; Luke 5:29; 19:6
V	28012037
c	c
i	c28012037.23
m	Acts 22:25-29
V	28012039
c	d
i	c28012039.24
m	Matt. 8:34
V	28012040
c	e
i	c28012040.25
m	Acts 16:14
