C	Chapter 14
V	28014002
c	a
i	c28014002.1
m	Rom. 16:3; 1 Cor. 16:19; 2 Tim.
V	28014003
c	b
i	c28014003.2
m	Acts 20:34; 1 Cor. 4:12; 9:14; 2 Cor. 11:7; 12:13; 1 Thess. 2:9; 4:11; 2 Thess. 3:8
V	28014004
c	c
i	c28014004.3
m	Acts 17:2
V	28014005
c	d
i	c28014005.4
m	Acts 17:14,
V	28014005
c	e
i	c28014005.5
m	Acts 18:28
V	28014006
c	f
i	c28014006.6
m	Acts 13:45
V	28014006
c	g
i	c28014006.7
m	Neh. 5:13; Matt. 10:14; Acts 13:51
V	28014006
c	h
i	c28014006.8
m	Lev. 20:9, 11, 12;
V	28014006
c	j
i	c28014006.9
m	Acts 13:46-48;
V	28014008
c	k
i	c28014008.10
m	1 Cor. 1:14
V	28014009
c	l
i	c28014009.11
m	Acts 23:11
V	28014010
c	m
i	c28014010.12
m	Jer. 1:18,
V	28014015
c	n
i	c28014015.13
m	Acts 23:29;
V	28014017
c	o
i	c28014017.14
m	1 Cor. 1:1 4 NU
V	28014021
c	r
i	c28014021.15
m	Acts 19:21; 20:16 s 1 Cor. 4:19; Heb. 6:3; James
V	28014022
c	t
i	c28014022.16
m	Acts 8:40 7 To
V	28014023
c	u
i	c28014023.17
m	Gal. 1:2 v Acts
V	28014024
c	w
i	c28014024.18
m	Acts 19:1; 1 Cor. 1:12; 3:4; 16:12; Titus 3:13
V	28014027
c	z
i	c28014027.19
m	1 Cor. 3:6
V	28014028
c	a
i	c28014028.20
m	Acts 9:22;
