C	Chapter 4
V	40004001
c	a
i	c40004001.1
m	Eph. 4:2
V	40004002
c	b
i	c40004002.2
m	Acts 20:35; Rom. 15:1; 1 Thess. 5:14 c [James 2:8]
V	40004003
c	d
i	c40004003.3
m	Rom. 12:3 e [2 Cor. 3:5; James
V	40004004
c	f
i	c40004004.4
m	1 Cor. 11:28
V	40004004
c	g
i	c40004004.5
m	Luke 18:11
V	40004005
c	h
i	c40004005.6
m	[Rom. 2:6]
V	40004006
c	i
i	c40004006.7
m	1 Cor. 9:11,
V	40004007
c	j
i	c40004007.8
m	[Rom. 2:6]
V	40004012
c	q
i	c40004012.9
m	Gal. 5:11; Phil. 3:8
V	40004014
c	r
i	c40004014.10
m	[1 Cor. 1:18] s [Gal. 2:20]; Col.
