C	Chapter 27
V	40027002
c	a
i	c40027002.1
m	Acts 16:1, 2; Rom. 1:7; 2 Tim. 1:2; Titus 1:4
V	40027002
c	b
i	c40027002.2
m	Gal. 1:3
V	40027003
c	c
i	c40027003.3
m	Acts 20:1,3
V	40027003
c	d
i	c40027003.4
m	Rom. 16:17; 2 Cor. 11:4; Gal. 1:6, 7; 1 Tim. 6:3
V	40027005
c	f
i	c40027005.5
m	Rom. 13:8- 10; Gal. 5:14
V	40027006
c	h
i	c40027006.6
m	1 Tim. 6:4,
V	40027008
c	i
i	c40027008.7
m	Rom. 7:12,
V	40027011
c	j
i	c40027011.8
m	1 Tim. 6:15 k 1 Cor. 9:17
V	40027012
c	l
i	c40027012.9
m	1 Cor. 15:10 m 1 Cor. 7:25 n Col.
V	40027013
c	o
i	c40027013.10
m	Acts 8:3; 1 Cor. 15:9 p John
V	40027014
c	q
i	c40027014.11
m	Rom. 5:20; 1 Cor. 3:10; 2 Cor. 4:15; Gal. 1:13-16 r 1 Thess. 1:3; 1 Tim. 2:15; 4:12; 6:11; 2 Tim. 1:13; 2:22; Titus 2:2
V	40027015
c	t
i	c40027015.12
m	Is. 53:5; 61:1; Hos. 6:1-3; Matt.
V	40027017
c	u
i	c40027017.13
m	Ps. 10:16
V	40027017
c	v
i	c40027017.14
m	Rom. 1:23 w Heb. 11:27 x Rom. 16:27 y 1 Chr. 29:11 5 NU
V	40027020
c	z
i	c40027020.15
m	2 Tim. 2:17, 18 a 2 Tim. 4:14 b Acts
