C	Chapter 15
V	40015001
c	a
i	c40015001.1
m	Eph. 1:1
V	40015002
c	b
i	c40015002.2
m	1 Cor. 4:17
V	40015002
c	c
i	c40015002.3
m	Gal. 1:3 1 NU
V	40015003
c	d
i	c40015003.4
m	1 Cor. 1:4; Eph. 1:16; Phil. 1:3
V	40015004
c	e
i	c40015004.5
m	Eph. 1:15 f [Heb. 6:10]
V	40015005
c	g
i	c40015005.6
m	[1 Pet. 1:4]
V	40015006
c	h
i	c40015006.7
m	Matt. 24:14
V	40015006
c	i
i	c40015006.8
m	John 15:16 j Eph.
V	40015007
c	l
i	c40015007.9
m	1 Cor. 4:1, 2; 2 Cor. 11:23
V	40015008
c	m
i	c40015008.10
m	Rom. 15:30
V	40015009
c	n
i	c40015009.11
m	Eph. 1:15-17 o 1 Cor. 1:5 p [Rom. 12:2]; Eph. 5:17
V	40015009
c	q
i	c40015009.12
m	Eph. 1:8
V	40015010
c	r
i	c40015010.13
m	Eph. 4:1; Phil. 1:27; 1 Thess. 2:12 s 1 Thess. 4:1 t Heb. 13:21 u 2 Pet. 3:18
V	40015015
c	d
i	c40015015.14
m	2 Cor. 4:4; Heb. 1:3 e Ps. 89:27; Rev. 3:14
V	40015016
c	f
i	c40015016.15
m	John 1:3; Heb. 1:2, 3 g [Eph. 1:20, 21; Col. 2:15]
V	40015016
c	h
i	c40015016.16
m	John 1:3; Rom. 11:36; 1 Cor. 8:6; Heb. 2:10 5 rulers
V	40015017
c	i
i	c40015017.17
m	[John 17:5]
V	40015017
c	j
i	c40015017.18
m	Heb. 1:3
V	40015018
c	k
i	c40015018.19
m	1 Cor. 11:3; Eph. 1:22 l Rev. 1:5
V	40015019
c	m
i	c40015019.20
m	John 1:16
V	40015020
c	n
i	c40015020.21
m	Rom. 5:1; Eph. 2:14 o 2 Cor. 5:18 p Eph. 1:10
V	40015021
c	q
i	c40015021.22
m	[Eph. 2:1]
V	40015021
c	r
i	c40015021.23
m	Titus 1:15 s 2 Cor.
V	40015022
c	t
i	c40015022.24
m	2 Cor. 5:18; [Eph. 2:14-16] u [Eph. 5:27]; Col.
V	40015023
c	v
i	c40015023.25
m	Eph. 3:17; Col. 2:7 w [John 15:6]; 1 Cor. 15:58
V	40015024
c	z
i	c40015024.26
m	2 Cor. 7:4
V	40015024
c	a
i	c40015024.27
m	Eph. 3:1, 13 b [Rom. 8:17; 2 Cor. 1:5; 12:15]; Phil. 2:17 c Eph.
V	40015025
c	d
i	c40015025.28
m	Gal. 2:7
V	40015026
c	e
i	c40015026.29
m	[1 Cor. 2:7] f [2 Tim. 1:10]
V	40015027
c	g
i	c40015027.30
m	2 Cor. 2:14
V	40015027
c	h
i	c40015027.31
m	Rom. 9:23 i [Rom. 8:10, 11] j 1 Tim. 1:1 9 M
V	40015028
c	k
i	c40015028.32
m	Acts 20:20
V	40015028
c	l
i	c40015028.33
m	Eph. 5:27
V	40015029
c	m
i	c40015029.34
m	Eph. 3:7
