C	Chapter 10
V	40010001
c	a
i	c40010001.1
m	Prov. 6:20; 23:22; Col. 3:20
V	40010002
c	b
i	c40010002.2
m	Ex. 20:12; Deut. 5:16
V	40010004
c	c
i	c40010004.3
m	Col. 3:21
V	40010005
c	f
i	c40010005.4
m	2 Cor. 7:15 g 1 Chr. 29:17
V	40010006
c	h
i	c40010006.5
m	Col. 3:22
V	40010008
c	i
i	c40010008.6
m	Rom. 2:6 esus (Acts 19:21-40) where he ran afoul of silver-
V	40010009
c	j
i	c40010009.7
m	Job 31:13; John 13:13; Col. 4:1
V	40010009
c	k
i	c40010009.8
m	Deut. 10:17; Acts 10:34; Rom. 2:11; Col. 3:25 1 NU
V	40010011
c	l
i	c40010011.9
m	[2 Cor. 6:7]
V	40010012
c	m
i	c40010012.10
m	Rom. 8:38
V	40010012
c	n
i	c40010012.11
m	Luke 22:53 3 NU
V	40010013
c	o
i	c40010013.12
m	[2 Cor. 10:4]
V	40010013
c	p
i	c40010013.13
m	Eph. 5:16
V	40010014
c	q
i	c40010014.14
m	Is. 11:5; Luke 12:35; 1 Pet. 1:13
V	40010014
c	r
i	c40010014.15
m	Is. 59:17; Rom. 13:12; Eph. 6:13; 1 Thess. 5:8
V	40010015
c	s
i	c40010015.16
m	Is. 52:7; Rom.
V	40010016
c	t
i	c40010016.17
m	1 John 5:4
V	40010017
c	u
i	c40010017.18
m	1 Thess. 5:8
V	40010017
c	v
i	c40010017.19
m	Is. 49:2; Hos. 6:5; [Heb. 4:12]
V	40010018
c	w
i	c40010018.20
m	Luke 18:1; Col. 1:3; 4:2; 1 Thess. 5:17 x [Matt. 26:41] 6:8 Receive the same refers to future rewards (see Col. 3:23–25). fare (see 2 Cor. 11:3).
V	40010018
c	y
i	c40010018.21
m	Phil. 1:4
V	40010019
c	z
i	c40010019.22
m	Acts 4:29; Col. 4:3
V	40010020
c	a
i	c40010020.23
m	2 Cor. 5:20; Philem.
V	40010021
c	b
i	c40010021.24
m	Acts 20:4; 2 Tim. 4:12; Titus c 1 Cor. 4:1,
