C	Chapter 11
V	40011001
c	a
i	c40011001.1
m	[1 Tim. 3:8–13]
V	40011003
c	b
i	c40011003.2
m	1 Cor. 1:4
V	40011004
c	c
i	c40011004.3
m	Eph. 1:16; 1 Thess. 1:2
V	40011005
c	d
i	c40011005.4
m	[Rom. 12:13]
V	40011011
c	f
i	c40011011.5
m	[Eph. 2:10]; Col. 1:6 g John 15:8
V	40011013
c	h
i	c40011013.6
m	Phil. 4:22
V	40011020
c	j
i	c40011020.7
m	Eph. 6:19, 20 k [Rom. 14:8]
V	40011023
c	l
i	c40011023.8
m	[2 Cor. 5:2, 8]; 2 Tim. 4:6 m [Ps.
V	40011026
c	n
i	c40011026.9
m	2 Cor. 1:14
V	40011027
c	o
i	c40011027.10
m	Eph. 4:1; 1 Thess. 2:12 p 1 Cor. 1:10; Eph. 4:3 q Jude
V	40011029
c	r
i	c40011029.11
m	[Matt. 5:11, 12; Acts 5:41; Rom. 5:3] s Eph. 2:8 t [2 Tim. 3:12]
V	40011030
c	u
i	c40011030.12
m	Col. 1:29; 2:1; 1 Thess. 2:2; 1 Tim. 6:12; 2 Tim. 4:7; Heb. 10:32; 12:1
V	40011030
c	v
i	c40011030.13
m	Acts 16:19–40; Phil. 1:13; 1 Thess. 2:2
