C	Chapter 4
V	06004001
c	a
i	c06004001.1
m	Josh. 7:20, 6:17-19 c Josh. 1 Chr. 2:6
V	06004004
c	d
i	c06004004.2
m	Lev. 26:17; Deut. 28:25
V	06004005
c	e
i	c06004005.3
m	Lev. 26:36; Josh. 2:9, 11 4 the
V	06004006
c	f
i	c06004006.4
m	Gen. 37:29, 34 g
V	06004007
c	h
i	c06004007.5
m	Ex. 17:3; Num. 21:5
V	06004009
c	i
i	c06004009.6
m	Deut. 32:26
V	06004009
c	j
i	c06004009.7
m	Ex. 32:12; Num. cally after that (18:21; Judg. 3:13;
V	06004011
c	k
i	c06004011.8
m	Josh. 6:17-
V	06004012
c	m
i	c06004012.9
m	Judg. 2:14
V	06004012
c	n
i	c06004012.10
m	Deut. 7:26; [Hag.
V	06004013
c	o
i	c06004013.11
m	Ex. 19:10
V	06004013
c	p
i	c06004013.12
m	Josh. 3:5 8 set
V	06004014
c	q
i	c06004014.13
m	[Prov. 16:33]
V	06004015
c	r
i	c06004015.14
m	1 Sam. 14:38, 39 s Josh. 7:11 t Gen. 34:7; Judg. 20:6
V	06004018
c	u
i	c06004018.15
m	1 Sam. 14:42
V	06004019
c	l
i	c06004019.16
m	Acts 5:1,
V	06004019
c	v
i	c06004019.17
m	1 Sam. 6:5; Jer. 13:16; John 9:24 w Num. 5:6, 7; 2 Chr. 30:22; Ezra 10:10, 11; Ps. 32:5; Prov. 28:13; Jer. 3:12, 13; Dan. 9:4 x
V	06004020
c	y
i	c06004020.18
m	Num. 22:34;
V	06004024
c	a
i	c06004024.19
m	Josh. 7:26;
V	06004025
c	b
i	c06004025.20
m	Josh. 6:18; 1 Chr. 2:7; [Gal. 5:12] c Deut. 17:5
V	06004026
c	d
i	c06004026.21
m	Josh. 8:29;
V	06004026
c	f
i	c06004026.22
m	Josh. 7:24; Is. 65:10; Hos. 2:15
