C	Chapter 4
V	59004001
c	a
i	c59004001.1
m	Rev. 1:4,
V	59004003
c	b
i	c59004003.2
m	1 Tim. 6:20
V	59004004
c	f
i	c59004004.3
m	Acts 1:15
V	59004005
c	i
i	c59004005.4
m	[Rev. 19:8] j Ex.
V	59004007
c	n
i	c59004007.5
m	Acts 3:14
V	59004008
c	s
i	c59004008.6
m	Rev. 3:1 t 1 Cor.
V	59004009
c	u
i	c59004009.7
m	Rev. 2:9 v Is.
V	59004010
c	w
i	c59004010.8
m	2 Tim. 2:12;
V	59004011
c	z
i	c59004011.9
m	Phil. 4:5 a Rev.
V	59004012
c	c
i	c59004012.10
m	1 Kin. 7:21;
V	59004013
c	i
i	c59004013.11
m	Rev. 2:7
V	59004014
c	j
i	c59004014.12
m	Is. 65:16; 2 Cor.
V	59004019
c	q
i	c59004019.13
m	Job 5:17
V	59004020
c	s
i	c59004020.14
m	Song 5:2
V	59004021
c	v
i	c59004021.15
m	Matt. 19:28;
V	59004022
c	w
i	c59004022.16
m	Rev. 2:7
