C	Chapter 2
V	38002001
c	a
i	c38002001.1
m	1 Cor. 12:31; 14:39 b Num.
V	38002002
c	c
i	c38002002.2
m	Acts 2:4; 10:46
V	38002003
c	d
i	c38002003.3
m	Rom. 14:19; 15:2; 2 Cor. 10:8; 12:19; Eph. 4:12,
V	38002006
c	f
i	c38002006.4
m	1 Cor. 14:26; Eph. 1:17
V	38002013
c	g
i	c38002013.5
m	1 Cor. 12:10
V	38002016
c	j
i	c38002016.6
m	Deut. 27:15- 26; 1 Chr. 16:36; Neh. 5:13; 8:6; Ps. 106:48; Jer. 11:5; 28:6; 1 Cor. 11:24; Rev. 5:14; 7:12
V	38002020
c	k
i	c38002020.7
m	Ps. 131:2; [Matt. 11:25; 18:3; 19:14]; Rom. 16:19; 1 Cor. 3:1; Eph. 4:14; Heb. 5:12, 13 l [Matt. 18:3; 1 Pet. 2:2]
V	38002021
c	m
i	c38002021.8
m	John 10:34; 1 Cor. 14:34 n Is.
V	38002022
c	o
i	c38002022.9
m	Mark 16:17
V	38002023
c	p
i	c38002023.10
m	Acts 2:13
V	38002025
c	q
i	c38002025.11
m	Is. 45:14; Dan. 2:47; Zech. 8:23; Acts 4:13 7 NU
V	38002026
c	s
i	c38002026.12
m	1 Cor. 12:7; [2 Cor. 12:19]
V	38002029
c	e
i	c38002029.13
m	1 Tim. 4:13; 2 Tim. 4:2; Titus 1:9; 2:15; Heb.
V	38002029
c	t
i	c38002029.14
m	1 Cor. 12:10
V	38002030
c	u
i	c38002030.15
m	[1 Thess.
V	38002032
c	v
i	c38002032.16
m	1 John 4:1
V	38002033
c	w
i	c38002033.17
m	1 Cor. 11:16
V	38002034
c	x
i	c38002034.18
m	1 Tim. 2:11; 1 Pet. 3:1 y Gen.
V	38002037
c	z
i	c38002037.19
m	2 Cor. 10:7; [1 John 4:6]
V	38002039
c	a
i	c38002039.20
m	1 Cor. 12:31; 1 Thess. 5:20
V	38002040
c	b
i	c38002040.21
m	1 Cor. 14:33
