C	Chapter 3
V	38003001
c	a
i	c38003001.1
m	Rom. 2:16; [Gal. 1:11] b [Rom. 5:2; 11:20; 2 Cor.
V	38003002
c	c
i	c38003002.2
m	Rom. 1:16; 1 Cor. 1:21 d Gal.
V	38003003
c	e
i	c38003003.3
m	1 Cor. 11:2, 23 f [Gal. 1:12] g Ps. 22:15; Is. 53:5-12; Acts 3:18; 1 Pet.
V	38003004
c	h
i	c38003004.4
m	Gen. 1:9-13; 2 Kin. 20:8; Ps. 16:9-11; 68:18; 110:1; Is. 53:10; Hos. 6:2; Jon. 1:17; 2:10; Matt. 12:39, 40; Mark 8:31; Luke 11:29, 30; 24:26; John 2:19-21; Acts 2:25 # 5 i Luke 24:34
V	38003007
c	k
i	c38003007.5
m	Luke 24:50; Acts 1:3,
V	38003008
c	l
i	c38003008.6
m	[Acts 9:3-8; 1 Cor. 9:1
V	38003009
c	m
i	c38003009.7
m	2 Cor. 12:11; Eph. 3:8; 1 Tim. 1:15 n Acts 8:3
V	38003010
c	o
i	c38003010.8
m	Eph. 3:7,
V	38003010
c	p
i	c38003010.9
m	Matt. 10:20; Rom. 15:18; Gal. 2:8; Phil. 2:13
V	38003013
c	q
i	c38003013.10
m	[1 Thess.
V	38003015
c	r
i	c38003015.11
m	Acts 2:24
V	38003017
c	s
i	c38003017.12
m	[Rom. 4:25]
V	38003018
c	t
i	c38003018.13
m	Job 14:12; Ps.
V	38003019
c	u
i	c38003019.14
m	1 Cor. 4:9; 2 Tim. 3:12
V	38003020
c	v
i	c38003020.15
m	Acts 2:24; 1 Pet. 1:3 w Acts 26:23; 1 Cor. 15:23; Rev. 1:5 4 Died
V	38003021
c	x
i	c38003021.16
m	Gen. 3:19; Ezek. 18:4; Rom. 5:12; 6:23; Heb. 9:27 y John 11:25
V	38003022
c	z
i	c38003022.17
m	[John 5:28,
V	38003025
c	c
i	c38003025.18
m	Ps. 110:1; Matt. 22:44
V	38003026
c	d
i	c38003026.19
m	[2 Tim. 1:10; Rev. 20:14 $; 21:4]
V	38003027
c	e
i	c38003027.20
m	Ps. 8:6 $
V	38003028
c	f
i	c38003028.21
m	[Phil. 3:21] $ g 1 Cor. 3:23; 11:3;
V	38003030
c	h
i	c38003030.22
m	2 Cor. 11:26
V	38003031
c	i
i	c38003031.23
m	1 Thess. 2:19
V	38003031
c	j
i	c38003031.24
m	Rom. 8:36
V	38003032
c	k
i	c38003032.25
m	2 Cor. 1:8
V	38003032
c	l
i	c38003032.26
m	Eccl. 2:24; Is. 22:13; 56:12; Luke
V	38003033
c	m
i	c38003033.27
m	[1 Cor. 5:6] 13:11; Eph. 5:14 o [1 Thess. 4:5] p 1 Cor. 6:5
V	38003035
c	q
i	c38003035.28
m	Ezek. 37:3
V	38003036
c	r
i	c38003036.29
m	John 12:24
V	38003042
c	s
i	c38003042.30
m	[Dan. 12:3; Matt. 13:43]
V	38003043
c	t
i	c38003043.31
m	[Phil. 3:21; Col. 3:4]
V	38003045
c	v
i	c38003045.32
m	[Rom. 5:14]
V	38003045
c	w
i	c38003045.33
m	John 5:21; 6:57; [Rom. 8:2; Phil. 3:21; Col. 3:4]
V	38003047
c	x
i	c38003047.34
m	John 3:31
V	38003047
c	y
i	c38003047.35
m	Gen. 2:7; 3:19
V	38003047
c	z
i	c38003047.36
m	John 3:13
V	38003048
c	a
i	c38003048.37
m	Phil. 3:20
V	38003049
c	b
i	c38003049.38
m	Gen. 5:3
V	38003049
c	c
i	c38003049.39
m	Rom. 8:29; [2 Cor. 3:18; Phil. 3:21; 1 John 3:2]
V	38003050
c	d
i	c38003050.40
m	Matt. 16:17; [John 3:3, 5]
V	38003051
c	e
i	c38003051.41
m	[1 Thess. 4:15] f [Phil. 3:21]
V	38003052
c	g
i	c38003052.42
m	Zech. 9:14; Matt. 24:31; John
V	38003053
c	h
i	c38003053.43
m	2 Cor. 5:4
V	38003054
c	i
i	c38003054.44
m	Is. 25:8; [Rev.
V	38003055
c	j
i	c38003055.45
m	Hos. 13:14
V	38003056
c	k
i	c38003056.46
m	[Rom. 3:20;
V	38003057
c	l
i	c38003057.47
m	[Rom. 7:25]; 2 Cor. 2:14 m Rom. 8:37; [Heb. 2:14; 1 John 5:4]; Rev.
V	38003058
c	n
i	c38003058.48
m	2 Pet. 3:14 o [1 Cor. 3:8]
