C	Chapter 13
V	38013004
c	d
i	c38013004.1
m	Eph. 6:13 e 1 Cor. 9:7; [2 Cor. 6:7]; 1 Tim. 1:18
V	38013004
c	f
i	c38013004.2
m	Acts 7:22 g Jer. 1:10; [2 Cor. 10:8;
V	38013005
c	h
i	c38013005.3
m	1 Cor. 1:19
V	38013006
c	i
i	c38013006.4
m	2 Cor. 13:2, 10 j 2 Cor. 7:15
V	38013007
c	k
i	c38013007.5
m	[John 7:24]; 2 Cor. 5:12 l 1 Cor. m [Rom. 14:8]; 1 Cor. 3:23 2 NU as
V	38013008
c	n
i	c38013008.6
m	2 Cor. 13:10 o 2 Cor. 7:14
V	38013010
c	p
i	c38013010.7
m	1 Cor. 2:3, 4; 2 Cor. 12:7; Gal. 4:13 q [1 Cor. 1:17]; 2 Cor. 11:6
V	38013012
c	r
i	c38013012.8
m	2 Cor. 5:12
V	38013013
c	s
i	c38013013.9
m	2 Cor. 10:15
V	38013014
c	t
i	c38013014.10
m	1 Cor. 3:5,
V	38013015
c	u
i	c38013015.11
m	Rom. 15:20
V	38013017
c	v
i	c38013017.12
m	Is. 65:16; Jer. 9:24; 1 Cor. 1:31
V	38013018
c	w
i	c38013018.13
m	Prov. 27:2
V	38013018
c	x
i	c38013018.14
m	Rom. 2:29; [1 Cor. 4:5]
