C	Chapter 2
V	34002002
c	a
i	c34002002.1
m	1 Cor. 1:23; Gal. 6:14
V	34002003
c	b
i	c34002003.2
m	Acts 18:1 c [2 Cor. 4:7]
V	34002004
c	d
i	c34002004.3
m	2 Pet. 1:16
V	34002004
c	e
i	c34002004.4
m	Rom. 15:19; 1 Cor. 4:20 2 NU omits human 1 Thess. 1:5
V	34002008
c	g
i	c34002008.5
m	Luke 23:34
V	34002008
c	h
i	c34002008.6
m	Matt. 27:33-50
V	34002009
c	i
i	c34002009.7
m	[Is. 64:4; 65:17]
V	34002010
c	j
i	c34002010.8
m	Matt. 11:25; 13:11; 16:17; [Gal. 1:12; Eph. 3:3, 5]
V	34002011
c	k
i	c34002011.9
m	Job 32:8; Eccl. 12:7; [1 Cor. 6:20; James 2:26] l Rom.
V	34002012
c	m
i	c34002012.10
m	[Rom. 8:15]
V	34002016
c	o
i	c34002016.11
m	Job 15:8; Is. 40:13; Rom. 11:34 p [John 15:15]
