C	Chapter 15
V	07015001
c	a
i	c07015001.1
m	Judg. 17:6; 19:1; 21:25 b Josh.
V	07015002
c	c
i	c07015002.2
m	Judg. 13:25
V	07015002
c	d
i	c07015002.3
m	Num. 13:17; Josh. 2:1 e Judg.
V	07015004
c	f
i	c07015004.4
m	Judg. 17:10,
V	07015005
c	g
i	c07015005.5
m	1 Kin. 22:5; [Is. 30:1]; Hos. 4:12
V	07015005
c	h
i	c07015005.6
m	Judg. 1:1; 17:5;
V	07015006
c	i
i	c07015006.7
m	1 Kin. 22:6
V	07015007
c	j
i	c07015007.8
m	Josh. 19:47
V	07015007
c	k
i	c07015007.9
m	Judg. 18:27-29
V	07015007
c	l
i	c07015007.10
m	Judg. 10:12 2 So
V	07015008
c	m
i	c07015008.11
m	Judg. 18:2
V	07015009
c	n
i	c07015009.12
m	Num. 13:30; Josh. 2:23, 24 o 1 Kin. 22:3
V	07015010
c	p
i	c07015010.13
m	Judg. 18:7,
V	07015010
c	q
i	c07015010.14
m	Deut. 8:9
V	07015012
c	r
i	c07015012.15
m	Josh. 15:60
V	07015013
c	t
i	c07015013.16
m	Judg. 18:2
V	07015014
c	u
i	c07015014.17
m	1 Sam. 14:28
V	07015016
c	w
i	c07015016.18
m	Judg. 18:11
V	07015017
c	x
i	c07015017.19
m	Judg. 18:2,
V	07015017
c	y
i	c07015017.20
m	Judg. 17:4,
V	07015019
c	z
i	c07015019.21
m	Job 21:5; 29:9; 40:4; Mic. 7:16
V	07015019
c	a
i	c07015019.22
m	Judg. 17:10
V	07015023
c	b
i	c07015023.23
m	2 Kin. 6:28
V	07015024
c	c
i	c07015024.24
m	Gen. 31:30; Judg. 17:5 4 idols
V	07015027
c	d
i	c07015027.25
m	Josh. 19:47
V	07015028
c	e
i	c07015028.26
m	Judg. 18:7
V	07015028
c	f
i	c07015028.27
m	Num. 13:21;
V	07015029
c	g
i	c07015029.28
m	Josh. 19:47
V	07015029
c	h
i	c07015029.29
m	Judg. 20:1; 1 Kin.
V	07015030
c	i
i	c07015030.30
m	2 Kin. 15:29
V	07015031
c	j
i	c07015031.31
m	Deut. 12:1-32; Josh. 18:1, 8; Judg.
