C	Chapter 8
V	07008001
c	a
i	c07008001.1
m	Heb. 11:32
V	07008001
c	b
i	c07008001.2
m	Judg. 6:12; 2 Kin. 5:1
V	07008002
c	c
i	c07008002.3
m	Gen. 21:10; Deut. 23:2
V	07008003
c	d
i	c07008003.4
m	2 Sam. 10:6, 8 e
V	07008004
c	f
i	c07008004.5
m	Judg. 10:9,
V	07008007
c	g
i	c07008007.6
m	Gen. 26:27
V	07008008
c	h
i	c07008008.7
m	Judg. 10:18 i [Luke 17:4]
V	07008008
c	j
i	c07008008.8
m	Judg. 10:18
V	07008010
c	k
i	c07008010.9
m	Gen. 31:49, 50; Jer. 29:23; 42:5
V	07008011
c	l
i	c07008011.10
m	Judg. 11:8
V	07008011
c	m
i	c07008011.11
m	Judg. 10:17; 20:1;
V	07008012
c	n
i	c07008012.12
m	2 Sam. 16:10
V	07008013
c	o
i	c07008013.13
m	Num. 21:24-
V	07008015
c	r
i	c07008015.14
m	Deut. 2:9,
V	07008017
c	t
i	c07008017.15
m	Num. 20:14
V	07008017
c	u
i	c07008017.16
m	Num. 20:14-
V	07008018
c	x
i	c07008018.17
m	Deut. 2:9, 18,
V	07008019
c	y
i	c07008019.18
m	Num. 21:4
V	07008019
c	z
i	c07008019.19
m	Num. 21:21; Deut. 2:26-36
V	07008019
c	a
i	c07008019.20
m	Num. 21:22; Deut. 2:27
V	07008020
c	b
i	c07008020.21
m	Num. 21:23; Deut. 2:27
V	07008021
c	v
i	c07008021.22
m	Josh. 24:9
V	07008021
c	w
i	c07008021.23
m	Num. 20:1
V	07008021
c	c
i	c07008021.24
m	Josh. 24:8
V	07008021
c	d
i	c07008021.25
m	Num. 21:24,
V	07008022
c	e
i	c07008022.26
m	Deut. 2:36,
V	07008024
c	f
i	c07008024.27
m	Num. 21:29; 1 Kin. 11:7; Jer. 48:7 g [Deut. 9:4, 5; Josh. 3:10]
V	07008025
c	h
i	c07008025.28
m	Num. 22:2; Josh. 24:9; Mic. 6:5
V	07008026
c	p
i	c07008026.29
m	Josh. 13:9
V	07008026
c	q
i	c07008026.30
m	Gen. 32:22
V	07008026
c	i
i	c07008026.31
m	Num. 21:25,
V	07008026
c	j
i	c07008026.32
m	Deut. 2:36
V	07008027
c	k
i	c07008027.33
m	Gen. 18:25
V	07008027
c	l
i	c07008027.34
m	Gen. 16:5; 31:53; [1 Sam. 24:12, 15]
V	07008029
c	m
i	c07008029.35
m	Judg. 3:10
V	07008030
c	n
i	c07008030.36
m	Gen. 28:20; Num. 30:2;
V	07008031
c	o
i	c07008031.37
m	Lev. 27:2, 3, 28;
V	07008031
c	p
i	c07008031.38
m	Ps. 66:13
V	07008033
c	q
i	c07008033.39
m	Ezek. 27:17
V	07008034
c	r
i	c07008034.40
m	Judg. 10:17; 11:11 s Ex. 15:20;
V	07008035
c	t
i	c07008035.41
m	Gen. 37:29,
V	07008035
c	u
i	c07008035.42
m	Eccl. 5:2, 4,
V	07008036
c	w
i	c07008036.43
m	Num. 30:2 x
V	07008039
c	y
i	c07008039.44
m	Judg. 11:31
