C	Chapter 6
V	07006001
c	a
i	c07006001.1
m	Judg. 8:31,
V	07006002
c	b
i	c07006002.2
m	Judg. 8:30;
V	07006002
c	c
i	c07006002.3
m	Gen. 29:14
V	07006003
c	d
i	c07006003.4
m	Gen. 29:15
V	07006004
c	e
i	c07006004.5
m	Judg. 8:33
V	07006004
c	f
i	c07006004.6
m	Judg. 11:3; 2 Chr. 13:7; Acts 17:5
V	07006005
c	g
i	c07006005.7
m	Judg. 6:24
V	07006005
c	h
i	c07006005.8
m	Judg. 8:30; 9:2, 18; 2 Kin. 11:1,
V	07006007
c	i
i	c07006007.9
m	Deut. 11:29; 27:12; Josh. 8:33; John 4:20
V	07006008
c	j
i	c07006008.10
m	2 Kin. 14:9
V	07006008
c	k
i	c07006008.11
m	Judg. 8:22,
V	07006009
c	l
i	c07006009.12
m	[John 5:23] fore (Gen. 35:4). Here too, Joshua had commemorated his cov- enant with God (Josh. 24:26).
V	07006013
c	m
i	c07006013.13
m	Ps. 104:15
V	07006015
c	n
i	c07006015.14
m	Is. 30:2; Dan. 4:12; Hos. 14:7
V	07006015
c	o
i	c07006015.15
m	Num. 21:28; Judg. 9:20; Ezek. 19:14 p 2 Kin. 14:9; Is. 2:13; Ezek. 31:3
V	07006016
c	q
i	c07006016.16
m	Judg. 8:35
V	07006017
c	r
i	c07006017.17
m	Judg. 7 s Judg.
V	07006018
c	t
i	c07006018.18
m	Judg. 8:30, 35; 9:2, 5, 6 u Judg.
V	07006019
c	v
i	c07006019.19
m	Is. 8:6; [Phil.
V	07006020
c	w
i	c07006020.20
m	Judg. 9:15, 45,
V	07006021
c	x
i	c07006021.21
m	Num. 21:16
V	07006023
c	y
i	c07006023.22
m	1 Kin. 12:15; Is. 19:14 z
V	07006024
c	b
i	c07006024.23
m	1 Kin. 2:32; Esth. 9:25; Matt. 23:35, 36 c Num.
V	07006027
c	d
i	c07006027.24
m	Judg. 9:4
V	07006028
c	e
i	c07006028.25
m	1 Sam. 25:10; 1 Kin. 12:16 f Gen. 34:2, 6; Josh. 24:32
V	07006038
c	h
i	c07006038.26
m	Judg. 9:28,
V	07006045
c	i
i	c07006045.27
m	Judg. 9:20
V	07006045
c	j
i	c07006045.28
m	Deut. 29:23; 2 Kin. 3:25
V	07006046
c	k
i	c07006046.29
m	Judg. 8:33
V	07006048
c	l
i	c07006048.30
m	Ps. 68:14
V	07006053
c	m
i	c07006053.31
m	2 Sam. 11:21
V	07006054
c	n
i	c07006054.32
m	1 Sam. 31:4 in Jer. 17:6. The snow-covered Mount Zalmon mentioned in Ps. 68:14 ap-
V	07006056
c	o
i	c07006056.33
m	Judg. 9:24; Job 31:3; Prov.
V	07006057
c	p
i	c07006057.34
m	Judg. 9:20
