C	Chapter 18
V	07018001
c	a
i	c07018001.1
m	Judg. 20:1
V	07018002
c	b
i	c07018002.2
m	Judg. 20:18,
V	07018004
c	c
i	c07018004.3
m	Deut. 12:5;
V	07018005
c	d
i	c07018005.4
m	Judg. 20:1-3
V	07018008
c	e
i	c07018008.5
m	1 Sam. 11:1;
V	07018010
c	f
i	c07018010.6
m	Num. 31:17; Judg. 5:23;
V	07018011
c	g
i	c07018011.7
m	Num. 31:17; Deut. 20:13,
V	07018012
c	h
i	c07018012.8
m	Josh. 18:1; Judg. 18:31
V	07018013
c	i
i	c07018013.9
m	Judg. 20:47 (Josh. 8:17–22).
V	07018015
c	j
i	c07018015.10
m	Judg. 21:6
V	07018018
c	k
i	c07018018.11
m	Judg. 11:35;
V	07018019
c	l
i	c07018019.12
m	Lev. 23:2
V	07018019
c	m
i	c07018019.13
m	Deut. 12:5; Josh. 18:1; Judg. 18:31;
V	07018021
c	o
i	c07018021.14
m	Ex. 15:20; Judg. 11:34;
V	07018023
c	p
i	c07018023.15
m	Judg. 20:48
