C	Chapter 14
V	07014001
c	a
i	c07014001.1
m	Judg. 18:2
V	07014002
c	b
i	c07014002.2
m	Lev. 5:1 c Gen.
V	07014003
c	d
i	c07014003.3
m	Ex. 20:4, 23; 34:17; Lev. 19:4
V	07014004
c	e
i	c07014004.4
m	Is. 46:6
V	07014005
c	f
i	c07014005.5
m	Judg. 18:24
V	07014005
c	g
i	c07014005.6
m	Judg. 8:27; 18:14
V	07014005
c	h
i	c07014005.7
m	Gen. 31:19, 30; Hos. 3:4
V	07014006
c	i
i	c07014006.8
m	Judg. 18:1; 19:1
V	07014006
c	j
i	c07014006.9
m	Deut. 12:8; Judg.
V	07014007
c	k
i	c07014007.10
m	Josh. 19:15; Judg. 19:1; Ruth 1:1, 2; Mic. 5:2; Matt. 2:1, 5,
V	07014010
c	m
i	c07014010.11
m	Judg. 18:19
V	07014010
c	n
i	c07014010.12
m	Gen. 45:8; Job
V	07014012
c	o
i	c07014012.13
m	Judg. 17:5
V	07014013
c	q
i	c07014013.14
m	Judg. 18:4
