C	Chapter 10
V	07010001
c	a
i	c07010001.1
m	Judg. 2:11
V	07010001
c	b
i	c07010001.2
m	Judg. 10:7;
V	07010002
c	c
i	c07010002.3
m	Josh. 19:41; Judg. 16:31
V	07010002
c	d
i	c07010002.4
m	Judg. 6:12 Judg. 13:4; Luke 1:15 5 f Num. 6:5;
V	07010004
c	e
i	c07010004.5
m	Num. 6:2, 3, 20;
V	07010006
c	i
i	c07010006.6
m	Gen. 32:24-30
V	07010006
c	j
i	c07010006.7
m	Matt. 28:3; Luke 9:29; Acts 6:15
V	07010006
c	k
i	c07010006.8
m	Judg. 13:17,
V	07010014
c	l
i	c07010014.9
m	Num. 6:3, 4; Judg. 13:4
V	07010015
c	m
i	c07010015.10
m	Gen. 18:5; Judg. 6:18
V	07010018
c	n
i	c07010018.11
m	Gen. 32:29
V	07010019
c	o
i	c07010019.12
m	Judg. 6:19-21
V	07010020
c	p
i	c07010020.13
m	Lev. 9:24; 1 Chr. 21:16; Ezek. 1:28; Matt. 17:6
V	07010021
c	q
i	c07010021.14
m	Judg. 6:22
V	07010022
c	r
i	c07010022.15
m	Gen. 32:30; Ex. 33:20; Deut. 5:26; Judg. 6:22,
V	07010024
c	s
i	c07010024.16
m	Heb. 11:32 t
V	07010025
c	u
i	c07010025.17
m	Judg. 3:10;
V	07010025
c	v
i	c07010025.18
m	Josh. 15:33; Judg. 18:11 Judg. 18:12
