C	Chapter 19
V	07019001
c	a
i	c07019001.1
m	Judg. 2:16-18
V	07019001
c	b
i	c07019001.2
m	Gen. 12:10; 26:1; 2 Kin. 8:1 c Judg. 17:8; Mic. 5:2
V	07019002
c	e
i	c07019002.3
m	Gen. 35:19;
V	07019006
c	g
i	c07019006.4
m	Ex. 3:16; 4:31; Jer. 29:10; Zeph. 2:7; Luke 1:68
V	07019006
c	h
i	c07019006.5
m	Ps. 132:15; Matt.
V	07019006
c	s
i	c07019006.6
m	Ruth 2:11,
V	07019008
c	i
i	c07019008.7
m	Josh. 24:15 j 2 Tim. 1:16-18
V	07019008
c	k
i	c07019008.8
m	Ruth 2:20
V	07019011
c	m
i	c07019011.9
m	Gen. 38:11; Deut. 25:5
V	07019013
c	n
i	c07019013.10
m	Judg. 2:15; Job 19:21; Ps. 32:4;
V	07019014
c	o
i	c07019014.11
m	[Prov. 17:17]
V	07019015
c	p
i	c07019015.12
m	Judg. 11:24
V	07019015
c	q
i	c07019015.13
m	Josh. 1:15
V	07019016
c	r
i	c07019016.14
m	2 Kin. 2:2, 4,
V	07019017
c	t
i	c07019017.15
m	1 Sam. 3:17;
V	07019018
c	u
i	c07019018.16
m	Acts 21:14
V	07019019
c	v
i	c07019019.17
m	Matt. 21:10
V	07019019
c	w
i	c07019019.18
m	Is. 23:7; Lam.
V	07019021
c	x
i	c07019021.19
m	Job 1:21
V	07019022
c	y
i	c07019022.20
m	Ruth 2:23;
V	07019022
c	c
i	c07019022.21
m	Boaz. 2 So Ruth the Moab itess said to
