C	Chapter 15
V	20015001
c	a
i	c20015001.1
m	Is. 47:1; Jer. 50:1 b 2 Kin. 19:7; Jer. 4:11; Hos.
V	20015002
c	c
i	c20015002.2
m	Is. 41:16; Jer. 15:7; Matt. 3:12
V	20015002
c	d
i	c20015002.3
m	Jer. 50:14
V	20015003
c	e
i	c20015003.4
m	Jer. 50:14,
V	20015003
c	f
i	c20015003.5
m	Jer. 50:21
V	20015004
c	g
i	c20015004.6
m	Jer. 49:26;
V	20015005
c	h
i	c20015005.7
m	[Is. 54:7, 8; Jer.
V	20015006
c	i
i	c20015006.8
m	Jer. 50:8; Rev. 18:4 j Jer. 50:15
V	20015006
c	k
i	c20015006.9
m	Jer. 25:14
V	20015007
c	l
i	c20015007.10
m	Jer. 25:15; Hab. 2:16; Rev. 17:4
V	20015007
c	m
i	c20015007.11
m	Rev. 14:8 n Jer.
V	20015008
c	o
i	c20015008.12
m	Is. 21:9; Jer. 50:2; Rev. 14:8; 18:2 p [Is. 48:20]; Rev. 18:9, 11,
V	20015008
c	q
i	c20015008.13
m	Jer. 46:11
V	20015009
c	r
i	c20015009.14
m	Is. 13:14; Jer. 46:16; 50:16 s Ezra 9:6; Rev. 18:5
V	20015010
c	t
i	c20015010.15
m	Ps. 37:6; Mic. 7:9 u [Is. 40:2]; Jer.
V	20015011
c	v
i	c20015011.16
m	Jer. 46:4, 9; Joel 3:9, 10 w Is. 13:17 x Jer. 50:45
V	20015011
c	y
i	c20015011.17
m	Jer. 50:28 2 Polish
V	20015012
c	z
i	c20015012.18
m	Nah. 2:1; 3:14
V	20015013
c	a
i	c20015013.19
m	Rev. 17:1,
V	20015014
c	b
i	c20015014.20
m	Jer. 49:13; Amos 6:8 c Jer. 51:27; Nah. 3:15
V	20015014
c	d
i	c20015014.21
m	Jer. 50:15
V	20015015
c	e
i	c20015015.22
m	Gen. 1:1, 6; Jer. 10:12-16 f Job 9:8; Ps. 104:2; Is.
V	20015016
c	g
i	c20015016.23
m	Ps. 135:7; Jer.
V	20015017
c	h
i	c20015017.24
m	[Is. 44:18-20]; Jer. 10:14 i Jer. 50:2
V	20015020
c	j
i	c20015020.25
m	Is. 10:5, 15; Jer.
V	20015022
c	k
i	c20015022.26
m	2 Chr. 36:17; Is. 13:15,
V	20015024
c	l
i	c20015024.27
m	Jer. 50:15,
V	20015025
c	m
i	c20015025.28
m	Is. 13:2; Zech. 4:7 from Jerusalem (see 2 Kin. 25:13–17). locusts: The locust
V	20015025
c	n
i	c20015025.29
m	Rev. 8:8
V	20015026
c	o
i	c20015026.30
m	Jer. 50:26,
V	20015027
c	p
i	c20015027.31
m	Is. 13:2; Jer. 50:2; 51:12
V	20015027
c	q
i	c20015027.32
m	Jer. 25:14 r Jer.
V	20015029
c	s
i	c20015029.33
m	Jer. 50:45
V	20015029
c	t
i	c20015029.34
m	Is. 13:19, 20; 47:11; Jer. 50:13;
V	20015030
c	u
i	c20015030.35
m	Is. 19:16; Jer. 48:41 v Is. 45:1, 2; Lam. 2:9; Amos 1:5; Nah. 3:13
V	20015031
c	w
i	c20015031.36
m	Jer. 50:24
V	20015032
c	x
i	c20015032.37
m	Jer. 50:38
V	20015033
c	y
i	c20015033.38
m	Is. 21:10; Dan. 2:35; Amos 1:3; Mic. 4:13 z Is. 41:15; Hab. 3:12
V	20015033
c	a
i	c20015033.39
