C	Chapter 26
V	20026001
c	a
i	c20026001.1
m	Lev. 21:5; Is. 7:20; Ezek. 44:20
V	20026002
c	b
i	c20026002.2
m	Ezek. 5:12
V	20026002
c	c
i	c20026002.3
m	Ezek. 4:1 d Ezek. 4:8, 9 e Lev. 26:25; Lam. 1:20
V	20026003
c	f
i	c20026003.4
m	Jer. 40:6; 52:16
V	20026004
c	g
i	c20026004.5
m	Jer. 41:1, 2;
V	20026007
c	h
i	c20026007.6
m	2 Kin. 21:9-11; 2 Chr. 33:9; Jer. 2:10, 11; Ezek.
V	20026009
c	i
i	c20026009.7
m	Lam. 4:6; Dan. 9:12; [Amos 3:2]; Matt. 24:21
V	20026011
c	l
i	c20026011.8
m	2 Chr. 36:14; [Jer. 7:9-11]; Ezek. 8:5, 6, 16 m Ezek. 11:21 n Ezek. 7:4,
V	20026012
c	o
i	c20026012.9
m	Jer. 15:2; 21:9; Ezek. 6:12 p Jer. 9:16; [Ezek. 6:8]
V	20026012
c	q
i	c20026012.10
m	Jer. 43:10, 11; 44:27; Ezek. 5:2;
V	20026013
c	r
i	c20026013.11
m	Lam. 4:11; Ezek. 6:12; 7:8
V	20026013
c	s
i	c20026013.12
m	Ezek. 21:17 t [Deut. 32:36]; Is. 1:24 u Is. 59:17; Ezek. 36:6; 38:19
V	20026014
c	v
i	c20026014.13
m	Lev. 26:31; Neh. 2:17
V	20026015
c	w
i	c20026015.14
m	Deut. 28:37; 1 Kin. 9:7; Ps. 79:4; Jer. 24:9; Lam. 2:15 x [Is. 26:9]; Jer. 22:8, 9; 1 Cor. 10:11 y Is. 66:15, 16; Ezek. 5:8; 25:17
V	20026016
c	z
i	c20026016.15
m	Deut. 32:23
V	20026016
c	a
i	c20026016.16
m	Lev. 26:26; Ezek.
V	20026017
c	b
i	c20026017.17
m	Lev. 26:22; Deut. 32:24; Ezek. Rev. 6:8 c Ezek.
