C	Chapter 27
V	20027002
c	a
i	c20027002.1
m	Ezek. 20:46; 21:2; 25:2 b Ezek.
V	20027003
c	c
i	c20027003.2
m	Lev. 26:30
V	20027004
c	d
i	c20027004.3
m	Lev. 26:30
V	20027007
c	e
i	c20027007.4
m	Ezek. 7:4,
V	20027008
c	f
i	c20027008.5
m	Jer. 44:28; Ezek. 14:22 g Ezek. 5:12 9 h [Deut. 4:29]; Ps. 137; Jer. 51:50 i Ps. 78:40; Is. 7:13; 43:24; Hos. 11:8 j Num. 15:39; Ezek. 20:7,
V	20027011
c	l
i	c20027011.6
m	Ezek. 21:14
V	20027012
c	n
i	c20027012.7
m	Lam. 4:11, 22; Ezek. 5:13
V	20027013
c	o
i	c20027013.8
m	Jer. 2:20; 3:6 p 1 Kin. 14:23; 2 Kin. 16:4; Ezek. 20:28; Hos. 4:13
V	20027013
c	q
i	c20027013.9
m	Is. 57:5
V	20027014
c	r
i	c20027014.10
m	Is. 5:25; Ezek.
V	20027014
c	s
i	c20027014.11
m	Num. 33:46
