C	Chapter 1
V	20001001
c	a
i	c20001001.1
m	2 Kin. 24:17; 1 Chr. 3:15; 2 Chr. 36:10; Jer. 22:24
V	20001002
c	b
i	c20001002.2
m	2 Kin. 24:19, 20; 2 Chr. 36:12-16; [Prov. 29:12]
V	20001003
c	c
i	c20001003.3
m	Jer. 21:1, 2; d 1 Kin. 13:6; Jer. 42:2; Acts 8:24
V	20001005
c	e
i	c20001005.4
m	2 Kin. 24:7; Jer. 37:7; Ezek. 17:15
V	20001007
c	f
i	c20001007.5
m	Is. 36:6; Jer. 21:2; Ezek. 17:17
V	20001008
c	g
i	c20001008.6
m	2 Chr. 36:19; Jer. 34:22
V	20001010
c	h
i	c20001010.7
m	Lev. 26:36- 38; Is. 30:17; Jer.
V	20001015
c	i
i	c20001015.8
m	Jer. 20:2; [Matt. 21:35]
V	20001015
c	j
i	c20001015.9
m	Gen. 39:20; 2 Chr. 16:10; 18:26; Jer. 38:26; Acts 5:18
V	20001016
c	k
i	c20001016.10
m	Jer. 38:6 prophet (Heb. nabi ) (37:6; Deut. 13:1;
V	20001017
c	l
i	c20001017.11
m	2 Kin. 25:4-7; Jer. 21:7; Ezek.
V	20001021
c	m
i	c20001021.12
m	Jer. 32:2; 38:13, 28 n 2 Kin. 25:3; Jer. 38:9; 52:6
