C	Chapter 3
V	20003001
c	a
i	c20003001.1
m	2 Kin. 25:1-12; Jer. 52:4; Ezek.
V	20003002
c	b
i	c20003002.2
m	Jer. 1:3
V	20003003
c	c
i	c20003003.3
m	Jer. 1:15; 38:17
V	20003004
c	d
i	c20003004.4
m	2 Kin. 25:4; Is. 30:16; Jer. 52:7; Amos 2:14
V	20003005
c	e
i	c20003005.5
m	Jer. 21:7; 32:4; 38:18, 23 f 2 Kin. 23:33; Jer. 52:9,
V	20003006
c	g
i	c20003006.6
m	Deut. 28:34
V	20003006
c	h
i	c20003006.7
m	Jer. 34:19-21
V	20003007
c	i
i	c20003007.8
m	2 Kin. 25:7; Jer. 52:11; Ezek. 12:13
V	20003008
c	j
i	c20003008.9
m	2 Kin. 25:9; Jer. 38:18; 52:13
V	20003008
c	k
i	c20003008.10
m	Jer. 21:10 l 2 Kin. 25:10; Neh. 1:3; Jer. 52:14
V	20003009
c	m
i	c20003009.11
m	2 Kin. 25:8, 11, 12, 20 n Jer. 38:19
V	20003012
c	p
i	c20003012.12
m	Jer. 1:18, 19;
V	20003014
c	q
i	c20003014.13
m	Jer. 38:28 r Jer. 40:5 s 2 Kin. 22:12, 14; 2 Chr. 34:20; Jer. 26:24
V	20003016
c	t
i	c20003016.14
m	Jer. 38:7,
V	20003016
c	u
i	c20003016.15
m	Jer. 21:10; [Dan. 9:12; Zech. 1:6]
V	20003018
c	v
i	c20003018.16
m	Jer. 21:9; 45:5 w 1 Chr. 5:20; Ps. 37:40; [Jer. 17:7, 8]
