C	Chapter 17
V	20017001
c	a
i	c20017001.1
m	Is. 47:7-9 b 1 Kin. 4:21; Ezra
V	20017002
c	c
i	c20017002.2
m	Jer. 13:17
V	20017002
c	d
i	c20017002.3
m	Job 7:3
V	20017003
c	e
i	c20017003.4
m	Jer. 52:27
V	20017003
c	f
i	c20017003.5
m	Lam. 2:9 g Deut. dismay (see 2:1; 4:1; Is. 1:21; 14:4; Jer. 9:19; 48:17; Ezek. 26:17). Jerusalem is personified, or portrayed as a person (see Is. 1:21).
V	20017004
c	h
i	c20017004.6
m	Is. 27:10
V	20017005
c	i
i	c20017005.7
m	Deut. 28:43
V	20017005
c	j
i	c20017005.8
m	Jer. 30:14, 15; Dan. 9:7, 16 k Jer.
V	20017007
c	l
i	c20017007.9
m	Ps. 137:1
V	20017008
c	m
i	c20017008.10
m	[1 Kin. 8:46]
V	20017008
c	n
i	c20017008.11
m	Jer. 13:22; Ezek. 16:37; Hos. 2:10
V	20017009
c	o
i	c20017009.12
m	Deut. 32:29; Is. 47:7; Jer. 5:31
V	20017010
c	p
i	c20017010.13
m	Ps. 74:4-8; Is. 64:10, 11; Jer. 51:51 q Deut. 23:3; Neh. 13:1
V	20017012
c	s
i	c20017012.14
m	Dan. 9:12
V	20017013
c	t
i	c20017013.15
m	Ezek. 12:13;
V	20017014
c	u
i	c20017014.16
m	Deut. 28:48
V	20017014
c	a
i	c20017014.17
m	1 Sam. 12:14,
V	20017015
c	v
i	c20017015.18
m	Is. 63:3; [Rev.
V	20017016
c	w
i	c20017016.19
m	Ps. 69:20; Eccl. 4:1; Jer. 13:17; Lam. 2:18
V	20017017
c	x
i	c20017017.20
m	[Is. 1:15]; Jer. 4:31 y 2 Kin. 24:2-4; Jer. 12:9 5 Prays
V	20017018
c	z
i	c20017018.21
m	Neh. 9:33; Ps. 119:75; Dan. 9:7,
V	20017020
c	b
i	c20017020.22
m	Job 30:27; Is. 16:11; Jer. 4:19; Lam. 2:11; Hos. 11:8 c Deut. 32:25;
V	20017021
c	e
i	c20017021.23
m	Is. 13; [Jer. 46]
V	20017022
c	f
i	c20017022.24
m	Neh. 4:4, 5; Ps. Jer. 30:16
