C	Chapter 12
V	06012001
c	a
i	c06012001.1
m	Num. 34:3
V	06012001
c	b
i	c06012001.2
m	Num. 33:36
V	06012002
c	c
i	c06012002.3
m	Num. 34:3,
V	06012003
c	d
i	c06012003.4
m	Num. 34:4
V	06012004
c	e
i	c06012004.5
m	Num. 34:5
V	06012005
c	f
i	c06012005.6
m	Josh. 18:15-19
V	06012006
c	g
i	c06012006.7
m	Josh. 18:19,
V	06012006
c	h
i	c06012006.8
m	Josh. 18:17
V	06012007
c	i
i	c06012007.9
m	Josh. 13:26
V	06012007
c	j
i	c06012007.10
m	Josh. 7:26 k
V	06012008
c	l
i	c06012008.11
m	Josh. 18:16; 2 Kin. 23:10; Jer. 19:2, 6 m Josh. 15:63; 18:28; Judg. 1:21; 19:10 n Josh.
V	06012009
c	o
i	c06012009.12
m	Josh. 18:15 p 1 Chr. 13:6
V	06012009
c	q
i	c06012009.13
m	Judg. 18:12
V	06012010
c	r
i	c06012010.14
m	Gen. 38:13; Judg. 14:1
V	06012011
c	s
i	c06012011.15
m	Josh. 19:43
V	06012012
c	t
i	c06012012.16
m	Num. 34:6, 7; Josh. 15:47 the conquest (2 Sam. 5:6–9; 1 Chr. 11:4–8). The (2 Sam. 24:16–24), or Ornan (1 Chr. 21:24, 25).
V	06012013
c	u
i	c06012013.17
m	Josh. 14:13
V	06012013
c	v
i	c06012013.18
m	Num. 13:6
V	06012013
c	w
i	c06012013.19
m	Josh. 14:15
V	06012014
c	x
i	c06012014.20
m	Judg. 1:10,
V	06012014
c	y
i	c06012014.21
m	Num. 13:22
V	06012015
c	z
i	c06012015.22
m	Josh. 10:38; Judg. 1:11
V	06012016
c	a
i	c06012016.23
m	Judg. 1:12
V	06012017
c	b
i	c06012017.24
m	Judg. 1:13; 3:9 c Num. 32:12; Josh. 14:6 d Judg.
V	06012018
c	e
i	c06012018.25
m	Judg. 1:14
V	06012018
c	f
i	c06012018.26
m	Gen. 24:64;
V	06012019
c	g
i	c06012019.27
m	Gen. 33:11
V	06012021
c	h
i	c06012021.28
m	Gen. 35:21
V	06012024
c	i
i	c06012024.29
m	1 Sam. 23:14 This section closely parallels Judg. 1:12–15.
V	06012028
c	j
i	c06012028.30
m	Gen. 21:31; Josh. 19:2
V	06012030
c	k
i	c06012030.31
m	Josh. 19:4
V	06012031
c	l
i	c06012031.32
m	Josh. 19:5;
V	06012032
c	m
i	c06012032.33
m	Judg. 20:45,
V	06012033
c	n
i	c06012033.34
m	Judg. 13:25;
V	06012035
c	o
i	c06012035.35
m	1 Sam. 22:1
V	06012038
c	p
i	c06012038.36
m	2 Kin. 14:7
V	06012039
c	q
i	c06012039.37
m	2 Kin. 14:19
V	06012039
c	r
i	c06012039.38
m	Josh. 10:3
V	06012042
c	s
i	c06012042.39
m	Josh. 21:13
V	06012046
c	t
i	c06012046.40
m	Josh. 11:22
V	06012047
c	u
i	c06012047.41
m	Josh. 15:4
V	06012047
c	v
i	c06012047.42
m	Num. 34:6
V	06012051
c	w
i	c06012051.43
m	Josh. 10:41;
V	06012054
c	x
i	c06012054.44
m	Josh. 14:15
V	06012055
c	y
i	c06012055.45
m	1 Sam.
V	06012060
c	z
i	c06012060.46
m	Josh. 18:14;
V	06012062
c	a
i	c06012062.47
m	1 Sam. 23:29; Ezek. 47:10
V	06012063
c	b
i	c06012063.48
m	Judg. 1:8, 21;
