C	Chapter 24
V	06024001
c	a
i	c06024001.1
m	Judg. 1:1;
V	06024003
c	b
i	c06024003.2
m	Josh. 13:3
V	06024005
c	c
i	c06024005.3
m	Ps. 106:35
V	06024006
c	d
i	c06024006.4
m	Ex. 34:15, 16; Deut. 7:3, 4; Josh.
V	06024007
c	e
i	c06024007.5
m	Judg. 2:11
V	06024007
c	f
i	c06024007.6
m	Deut. 32:18
V	06024008
c	g
i	c06024008.7
m	Deut. 32:30; Judg. 2:14 h Hab.
V	06024009
c	i
i	c06024009.8
m	Judg. 3:15
V	06024009
c	k
i	c06024009.9
m	Judg. 1:13
V	06024010
c	l
i	c06024010.10
m	Num. 27:18;
V	06024012
c	m
i	c06024012.11
m	Judg. 2:19 n
V	06024013
c	o
i	c06024013.12
m	Judg. 5:14
V	06024013
c	p
i	c06024013.13
m	Deut. 34:3; Judg. 1:16; 2 Chr. 28:15
V	06024014
c	q
i	c06024014.14
m	Deut. 28:48
V	06024015
c	r
i	c06024015.15
m	Ps. 78:34
V	06024015
c	s
i	c06024015.16
m	Judg. 20:16
V	06024019
c	t
i	c06024019.17
m	Josh. 4:20
V	06024024
c	u
i	c06024024.18
m	1 Sam. 24:3
V	06024027
c	w
i	c06024027.19
m	Judg. 6:34;
V	06024028
c	y
i	c06024028.20
m	Judg. 7:9, 15;
V	06024028
c	z
i	c06024028.21
m	Josh. 2:7; Judg.
V	06024030
c	a
i	c06024030.22
m	Judg. 3:11
V	06024031
c	b
i	c06024031.23
m	Judg. 5:6 c
V	06024031
c	d
i	c06024031.24
m	Judg. 2:16 e
