C	Chapter 11
V	06011001
c	a
i	c06011001.1
m	Num. 34:16-29
V	06011003
c	c
i	c06011003.2
m	Num. 32:33; Josh. 13:8, 32,
V	06011004
c	d
i	c06011004.3
m	Gen. 41:51; Num. 26:28; 2 Chr. 30:1 e Num. 35:2- 8; Josh. 21:1-42
V	06011005
c	f
i	c06011005.4
m	Num. 35:2; Josh. 21:2
V	06011006
c	g
i	c06011006.5
m	Num. 32:11,
V	06011006
c	h
i	c06011006.6
m	Num. 14:24,
V	06011006
c	i
i	c06011006.7
m	Num. 13:26
V	06011007
c	j
i	c06011007.8
m	Num. 13:6, 17;
V	06011008
c	k
i	c06011008.9
m	Num. 13:31, 32; Deut. 1:28 l Num. 14:24; Deut. 1:36
V	06011009
c	m
i	c06011009.10
m	Num. 14:23,
V	06011010
c	o
i	c06011010.11
m	Num. 14:24, 30, 38 p Josh. 5:6;
V	06011011
c	q
i	c06011011.12
m	Deut. 34:7
V	06011011
c	r
i	c06011011.13
m	Deut. 31:2
V	06011012
c	s
i	c06011012.14
m	Num. 13:28,
V	06011013
c	v
i	c06011013.15
m	Josh. 22:6
V	06011013
c	w
i	c06011013.16
m	Josh. 10:37;
V	06011014
c	x
i	c06011014.17
m	Josh. 21:12
V	06011014
c	y
i	c06011014.18
m	Josh. 14:8,
V	06011015
c	z
i	c06011015.19
m	Gen. 23:2; Josh. 15:13 a Josh.
V	06011024
c	n
i	c06011024.20
m	Num. 13:22; Deut. 1:36
V	06011033
c	t
i	c06011033.21
m	Rom. 8:31
V	06011033
c	u
i	c06011033.22
m	Josh. 15:14; Judg.
