C	Chapter 7
V	06007001
c	a
i	c06007001.1
m	Josh. 9:1
V	06007001
c	b
i	c06007001.2
m	Josh. 8:1 c Josh. 6:21 d Josh. 8:22, 26, 28 e Josh. 9:15
V	06007002
c	f
i	c06007002.3
m	Ex. 15:14-16; Deut. 11:25; 1 Chr.
V	06007004
c	g
i	c06007004.4
m	Josh. 9:15; 10:1
V	06007005
c	h
i	c06007005.5
m	Num. 13:29
V	06007005
c	i
i	c06007005.6
m	Josh. 9:2
V	06007005
c	q
i	c06007005.7
m	Josh. 15:35
V	06007007
c	k
i	c06007007.8
m	Josh. 8:1
V	06007008
c	l
i	c06007008.9
m	Josh. 11:6; Judg. 4:14 m Josh. 1:5,
V	06007008
c	n
i	c06007008.10
m	Josh. 21:44
V	06007010
c	o
i	c06007010.11
m	Judg. 4:15;
V	06007011
c	r
i	c06007011.12
m	Is. 30:30; Rev.
V	06007012
c	s
i	c06007012.13
m	Is. 28:21; Hab. 3:11 t Judg. 12:12
V	06007013
c	u
i	c06007013.14
m	2 Sam. 1:18
V	06007014
c	v
i	c06007014.15
m	Is. 38:7,
V	06007014
c	w
i	c06007014.16
m	Ex. 14:14; Deut. 1:30; 20:4; Josh.
V	06007015
c	x
i	c06007015.17
m	Josh. 10:43
V	06007021
c	y
i	c06007021.18
m	Ex. 11:7 10:13 The Book of Jasher (mentioned again in
V	06007024
c	z
i	c06007024.19
m	Ps. 107:40; Is. 26:5, 6; Mal. 4:3
V	06007025
c	a
i	c06007025.20
m	Deut. 31:6-8; Josh. 1:9 b Deut.
V	06007026
c	c
i	c06007026.21
m	Josh. 8:29;
V	06007027
c	d
i	c06007027.22
m	Deut. 21:22, 23; Josh. 8:29
V	06007028
c	e
i	c06007028.23
m	Deut. 7:2,
V	06007028
c	f
i	c06007028.24
m	Josh. 6:21 4 So
V	06007029
c	g
i	c06007029.25
m	Josh. 15:42; 21:13; 2 Kin. 8:22;
V	06007036
c	h
i	c06007036.26
m	Num. 13:22; Josh. 14:13-15; 15:13; Judg. 1:10, 20;
V	06007038
c	i
i	c06007038.27
m	Josh. 15:15; Judg. 1:11; 1 Chr.
V	06007040
c	j
i	c06007040.28
m	Deut. 1:7
V	06007040
c	k
i	c06007040.29
m	Deut. 7:24
V	06007040
c	l
i	c06007040.30
m	Deut. 20:16,
V	06007041
c	m
i	c06007041.31
m	Num. 13:26; Deut. 9:23 n Gen. 10:19; Josh. 11:22
V	06007041
c	o
i	c06007041.32
m	Josh. 11:16;
V	06007042
c	p
i	c06007042.33
m	Josh. 10:14
