C	Chapter 3
V	06003001
c	a
i	c06003001.1
m	Josh. 2:1
V	06003002
c	b
i	c06003002.2
m	Josh. 2:9, 24; 8:1 c Deut. 7:24
V	06003009
c	g
i	c06003009.3
m	Num. 10:25
V	06003011
c	h
i	c06003011.4
m	Josh. 4:11
V	06003012
c	i
i	c06003012.5
m	Deut. 31:25
V	06003017
c	j
i	c06003017.6
m	Deut. 13:17; Josh. 7:1
V	06003017
c	k
i	c06003017.7
m	Josh. 2:1; Matt. 1:5 l Josh. 2:4,
V	06003018
c	m
i	c06003018.8
m	Deut. 7:26
V	06003018
c	n
i	c06003018.9
m	Josh. 7:1, 12, 25; 1 Kin. 18:17, 18; [Jon. 1:12]
V	06003020
c	o
i	c06003020.10
m	Heb. 11:30
V	06003021
c	p
i	c06003021.11
m	Deut. 7:2;
V	06003022
c	q
i	c06003022.12
m	Josh. 2:12-19; Heb. 11:31
V	06003025
c	s
i	c06003025.13
m	[Matt. 1:5]
V	06003026
c	t
i	c06003026.14
m	1 Kin. 16:34
