C	Chapter 10
V	06010001
c	a
i	c06010001.1
m	Josh. 14:10;
V	06010002
c	b
i	c06010002.2
m	Judg. 3:1-3
V	06010002
c	c
i	c06010002.3
m	Joel 3:4 d Josh. 13:13;
V	06010003
c	e
i	c06010003.4
m	1 Chr. 13:5; Jer. 2:18
V	06010003
c	f
i	c06010003.5
m	Judg. 3:3 g Deut.
V	06010004
c	h
i	c06010004.6
m	Josh. 12:18; 19:30;
V	06010004
c	i
i	c06010004.7
m	Judg. 1:34
V	06010005
c	j
i	c06010005.8
m	1 Kin. 5:18; Ezek. 27:9 k Josh.
V	06010006
c	l
i	c06010006.9
m	Josh. 11:8
V	06010006
c	m
i	c06010006.10
m	Josh. 23:13; Judg. 2:21, 14:1,
V	06010014
c	w
i	c06010014.11
m	Num. 18:20, 23, 24; Deut. 18:1; Josh. 14:3,
V	06010014
c	x
i	c06010014.12
m	Josh. 13:33
V	06010015
c	y
i	c06010015.13
m	Num. 34:14; Josh. 13:15-23
V	06010015
c	o
i	c06010015.14
m	Deut. 3:11;
V	06010016
c	z
i	c06010016.15
m	Josh. 12:2
V	06010016
c	a
i	c06010016.16
m	Num. 21:28
V	06010016
c	b
i	c06010016.17
m	Num. 21:30; Josh. 13:9
V	06010017
c	c
i	c06010017.18
m	Num. 21:28,
V	06010018
c	d
i	c06010018.19
m	Num. 21:23; Judg. 11:20; Is. 15:4; Jer. 48:34
V	06010019
c	e
i	c06010019.20
m	Num. 32:37; Jer. 48:1, 23; Ezek. 25:9 f Num. 32:38
V	06010020
c	g
i	c06010020.21
m	Deut. 3:17; Josh. 12:3
V	06010021
c	h
i	c06010021.22
m	Deut. 3:10
V	06010021
c	i
i	c06010021.23
m	Num. 21:24
V	06010021
c	j
i	c06010021.24
m	Num. 31:8
V	06010022
c	k
i	c06010022.25
m	Num. 22:5;
V	06010024
c	l
i	c06010024.26
m	Num. 34:14; 1 Chr. 5:11
V	06010025
c	m
i	c06010025.27
m	Num. 32:1,
V	06010027
c	p
i	c06010027.28
m	Num. 32:36
V	06010027
c	q
i	c06010027.29
m	Gen. 33:17; 1 Kin. 7:46 r Num. 34:11; Deut. 3:17 8 Sea
V	06010029
c	s
i	c06010029.30
m	Num. 34:14; 1 Chr. 5:23
V	06010030
c	t
i	c06010030.31
m	Num. 32:41; 1 Chr. 2:23
V	06010031
c	u
i	c06010031.32
m	Josh. 9:10; 12:4; 13:12; 1 Chr. 6:71 v Num. 32:39, 40; Josh. 17:1
V	06010033
c	w
i	c06010033.33
m	Deut. 18:1; Josh. 13:14; 18:7
V	06010033
c	x
i	c06010033.34
m	Num. 18:20; Deut. 10:9; 18:1,
V	06010035
c	n
i	c06010035.35
m	Judg. 11:13,
