C	Chapter 19
V	06019002
c	a
i	c06019002.1
m	Num. 32:20-22; Deut. 3:18 b Josh.
V	06019004
c	c
i	c06019004.2
m	Josh. 21:44
V	06019004
c	d
i	c06019004.3
m	Num. 32:33
V	06019005
c	e
i	c06019005.4
m	Deut. 6:6, 17; 11:22; Jer. 12:16
V	06019005
c	f
i	c06019005.5
m	Deut. 10:12;
V	06019006
c	g
i	c06019006.6
m	Gen. 47:7; Ex. 39:43; Josh. 14:13;
V	06019007
c	h
i	c06019007.7
m	Josh. 17:1-13
V	06019008
c	i
i	c06019008.8
m	Num. 31:27;
V	06019011
c	k
i	c06019011.9
m	Deut. 13:12- 18; Judg. 20:12,
V	06019012
c	l
i	c06019012.10
m	Josh. 18:1; Judg. 20:1
V	06019013
c	m
i	c06019013.11
m	Deut. 13:14; Judg. 20:12 n Ex. 6:25; Num. 25:7,
V	06019014
c	o
i	c06019014.12
m	Num. 1:4
V	06019014
c	q
i	c06019014.13
m	Lev. 17:8,
V	06019016
c	p
i	c06019016.14
m	Deut. 12:5-
V	06019017
c	r
i	c06019017.15
m	Num. 25:1-9; Deut. 4:3
V	06019018
c	s
i	c06019018.16
m	Num. 16:22
V	06019019
c	t
i	c06019019.17
m	Josh. 18:1
V	06019020
c	u
i	c06019020.18
m	Josh. 7:1-26
V	06019022
c	v
i	c06019022.19
m	Deut. 4:35; 10:17; Is. 44:8; 45:5; 46:9; [1 Cor. 8:5, 6] w [Job 10:7; 23:10; Jer. 12:3; 2 Cor. 11:11, 31]
V	06019023
c	x
i	c06019023.20
m	Deut. 18:19;
V	06019027
c	y
i	c06019027.21
m	Gen. 31:48; Josh. 22:34; 24:27
V	06019029
c	a
i	c06019029.22
m	Deut. 12:13,
V	06019031
c	b
i	c06019031.23
m	Ex. 25:8; Lev. 26:11, 12; 2 Chr. 15:2; Zech. 8:23
V	06019033
c	c
i	c06019033.24
m	1 Chr. 29:20; Neh. 8:6; Dan. 2:19; Luke 2:28
