C	Chapter 6
V	02006001
c	a
i	c02006001.1
m	Ex. 3:19 b Ex.
V	02006003
c	c
i	c02006003.2
m	Gen. 17:1; 35:9; 48:3 d Gen. 28:3; 35:11 e Ex. 3:14, 15; 15:3; Ps. 68:4; 83:18; Is. 52:6; Jer. 16:21; Ezek. 37:6, 13; John 8:58
V	02006004
c	f
i	c02006004.3
m	Gen. 12:7;
V	02006004
c	g
i	c02006004.4
m	Gen. 47:9; Lev. 25:23 h Gen. 28:4
V	02006005
c	i
i	c02006005.5
m	Ex. 2:24; [Job 34:28]; Acts 7:34
V	02006006
c	j
i	c02006006.6
m	Ex. 13:3, 14; 20:2; Deut. 6:12
V	02006007
c	m
i	c02006007.7
m	Ex. 19:5; Deut. 4:20; 7:6;
V	02006008
c	p
i	c02006008.8
m	Gen. 15:18; 26:3; Num. 14:30; Neh. 9:15; Ezek. 20:5,
V	02006009
c	q
i	c02006009.9
m	Ex. 5:21 r Ex. 2:23; Num. 21:4
V	02006012
c	s
i	c02006012.10
m	Ex. 4:10; 6:30; Jer. 1:6 9 One who
V	02006013
c	t
i	c02006013.11
m	Num. 27:19, 23; Deut. 31:14
V	02006014
c	u
i	c02006014.12
m	Gen. 46:9; Num. 26:5-11; 1 Chr. 5:3
V	02006015
c	v
i	c02006015.13
m	Gen. 46:10; Num. 26:12- 14; 1 Chr. 4:24
V	02006016
c	w
i	c02006016.14
m	Gen. 46:11; Num. 3:17; 1 Chr.
V	02006017
c	x
i	c02006017.15
m	1 Chr. 6:17
V	02006018
c	y
i	c02006018.16
m	1 Chr. 6:2,
V	02006019
c	z
i	c02006019.17
m	1 Chr. 6:19;
V	02006020
c	a
i	c02006020.18
m	Ex. 2:1, 2; Num. 3:19 b Num. 26:59 c Num. 26:59
V	02006021
c	d
i	c02006021.19
m	Num. 16:1; 1 Chr. 6:37,
V	02006022
c	e
i	c02006022.20
m	Lev. 10:4
V	02006023
c	f
i	c02006023.21
m	Ruth 4:19, 20; 1 Chr. 2:10; Matt. 1:4 g Lev. 10:1; Num. 3:2; 26:60
V	02006023
c	h
i	c02006023.22
m	Ex. 28:1
V	02006024
c	i
i	c02006024.23
m	Num. 26:11
V	02006025
c	j
i	c02006025.24
m	Num. 25:7, 11; Josh. 24:33
V	02006026
c	k
i	c02006026.25
m	Ex. 7:4; 12:17, 51; Num. 33:1
V	02006027
c	l
i	c02006027.26
m	Ex. 6:13; 32:7; 33:1; Ps. 77:20
V	02006029
c	m
i	c02006029.27
m	Ex. 6:11; 7:2
V	02006030
c	n
i	c02006030.28
m	Ex. 4:10; 6:12; Jer. 1:6 4 One who does not speak well
