C	Chapter 7
V	02007003
c	d
i	c02007003.1
m	Ex. 4:21; 9:12
V	02007003
c	e
i	c02007003.2
m	Ex. 11:9; Acts 7:36 f Ex. 4:7; Deut. 4:34
V	02007004
c	g
i	c02007004.3
m	Ex. 3:19, 20; 10:1; 11:9 h Ex. 9:14 1 hosts i Ex.
V	02007005
c	j
i	c02007005.4
m	Ex. 7:17; 8:22; 14:4, 18; Ps. 9:16
V	02007005
c	k
i	c02007005.5
m	Ex. 9:15 l Ex.
V	02007006
c	m
i	c02007006.6
m	Ex. 7:2
V	02007007
c	n
i	c02007007.7
m	Deut. 29:5; 31:2; 34:7; Acts 7:23, 30 o Num.
V	02007009
c	p
i	c02007009.8
m	Ex. 10:1; Is. 7:11; John 2:18; 6:30 q Ex. 4:2, 3,
V	02007010
c	r
i	c02007010.9
m	Ex. 7:9 s Ex.
V	02007011
c	t
i	c02007011.10
m	Gen. 41:8
V	02007011
c	u
i	c02007011.11
m	Dan. 2:2; 2 Tim. 3:8 v Ex. 7:22; 8:7, 18; 2 Tim. 3:9; Rev. 13:13,
V	02007014
c	w
i	c02007014.12
m	Ex. 8:15; 10:1,
V	02007015
c	y
i	c02007015.13
m	Ex. 4:2, 3; 7:10
V	02007016
c	z
i	c02007016.14
m	Ex. 3:13, 18; 4:22 a Ex. 3:12,
V	02007017
c	b
i	c02007017.15
m	Ex. 5:2; 7:5; 10:2; Ps. 9:16; Ezek. 25:17 c Ex. 4:9; 7:20 d Rev.
V	02007018
c	e
i	c02007018.16
m	Ex. 7:24 5 be
V	02007019
c	f
i	c02007019.17
m	Ex. 8:5, 6, 16;
V	02007020
c	g
i	c02007020.18
m	Ex. 17:5 h Ps.
V	02007021
c	i
i	c02007021.19
m	Ex. 7:18
V	02007022
c	j
i	c02007022.20
m	Ex. 7:11 k Ex. 8:7 l Ex. 3:19; 7:3
