C	Chapter 28
V	02028001
c	a
i	c02028001.1
m	Num. 3:10; 18:7
V	02028001
c	b
i	c02028001.2
m	Ps. 99:6; Heb. 5:4
V	02028001
c	c
i	c02028001.3
m	Ex. 24:1, 9; Lev. 10:1 d Ex. 6:23; Lev. 10:6,
V	02028003
c	f
i	c02028003.4
m	Ex. 31:6; 36:1
V	02028003
c	g
i	c02028003.5
m	Ex. 31:3; 35:30, 31; Is. 11:2; Eph.
V	02028004
c	h
i	c02028004.6
m	Ex. 28:15 i Ex. 28:6 j Ex. 28:31
V	02028004
c	k
i	c02028004.7
m	Ex. 28:39 l Lev.
V	02028006
c	m
i	c02028006.8
m	Ex. 39:2-7; Lev. 8:7
V	02028009
c	n
i	c02028009.9
m	Ex. 35:27
V	02028010
c	o
i	c02028010.10
m	Gen. 29:31–
V	02028011
c	p
i	c02028011.11
m	Ex. 35:35
V	02028012
c	q
i	c02028012.12
m	Ex. 28:29, 30; 39:6, 7 r Lev. 24:7; Num. 31:54; Josh. 4:7; Zech. 6:14; 1 Cor. 11:24
V	02028015
c	s
i	c02028015.13
m	Ex. 39:8-21
V	02028017
c	t
i	c02028017.14
m	Ex. 39:10
V	02028029
c	u
i	c02028029.15
m	Ex. 28:12
V	02028030
c	v
i	c02028030.16
m	Lev. 8:8; Num. 27:21; Deut. 33:8;
V	02028031
c	w
i	c02028031.17
m	Ex. 39:22-26
V	02028038
c	y
i	c02028038.18
m	Ex. 28:43; Lev. 10:17; 22:9, 16; Num. 18:1; [Is. 53:11]; Ezek. 4:4-6; [John 1:29; Heb. 9:28; 1 Pet. 2:24]
V	02028038
c	z
i	c02028038.19
m	Lev. 1:4; 22:27; 23:11; Is. 56:7
V	02028039
c	a
i	c02028039.20
m	Ex. 35:35;
V	02028040
c	b
i	c02028040.21
m	Ex. 28:4; 39:27-29, 41; Ezek. 44:17, 18 c Ex. 28:2
V	02028041
c	d
i	c02028041.22
m	Ex. 29:7-9; 30:30; 40:15; Lev. 10:7 e Ex. 29:9; Lev. 8; Heb. 7:28
V	02028042
c	f
i	c02028042.23
m	Ex. 39:28; Lev. 6:10; 16:4; Ezek.
V	02028043
c	g
i	c02028043.24
m	Ex. 20:26 at Lev. 10:1, 2). who bore our iniquities in His own body (see 1 Pet. 2:24). tailed more fully in ch. 29, in 40:13–15, and in Lev. 8—10.
V	02028043
c	h
i	c02028043.25
m	Lev. 5:1, 17; Num. 9:13; 18:22
V	02028043
c	i
i	c02028043.26
m	Ex. 27:21; Lev.
