C	Chapter 35
V	02035001
c	a
i	c02035001.1
m	Ex. 34:32
V	02035002
c	b
i	c02035002.2
m	Ex. 20:9, 10; Lev. 23:3; Deut. 5:13 c Num.
V	02035003
c	d
i	c02035003.3
m	Ex. 12:16; 16:23
V	02035004
c	e
i	c02035004.4
m	Ex. 25:1,
V	02035005
c	f
i	c02035005.5
m	Ex. 25:2; 1 Chr. 29:14; Mark 12:41- 44; 2 Cor. 8:10-12; 9:7 g Ex. 38:24
V	02035006
c	h
i	c02035006.6
m	Ex. 36:8 i Ex.
V	02035008
c	j
i	c02035008.7
m	Ex. 25:6;
V	02035010
c	k
i	c02035010.8
m	Ex. 31:2-6;
V	02035011
c	l
i	c02035011.9
m	Ex. 26:1, 2;
V	02035012
c	m
i	c02035012.10
m	Ex. 25:10-22
V	02035013
c	n
i	c02035013.11
m	Ex. 25:23
V	02035013
c	o
i	c02035013.12
m	Ex. 25:30; Lev.
V	02035014
c	p
i	c02035014.13
m	Ex. 25:31
V	02035015
c	q
i	c02035015.14
m	Ex. 30:1
V	02035015
c	r
i	c02035015.15
m	Ex. 30:25 s Ex.
V	02035016
c	t
i	c02035016.16
m	Ex. 27:1-8
V	02035017
c	u
i	c02035017.17
m	Ex. 27:9-18
V	02035019
c	v
i	c02035019.18
m	Ex. 31:10;
V	02035021
c	w
i	c02035021.19
m	Ex. 25:2; 35:5,
V	02035022
c	y
i	c02035022.20
m	Ex. 32:2,
V	02035022
c	z
i	c02035022.21
m	Ex. 11:2
V	02035023
c	a
i	c02035023.22
m	1 Chr. 29:8
V	02035025
c	b
i	c02035025.23
m	Ex. 28:3; 31:6;
V	02035027
c	c
i	c02035027.24
m	1 Chr. 29:6; Ezra 2:68 2 Cor. 3:7, 13).
V	02035028
c	d
i	c02035028.25
m	Ex. 30:23
V	02035029
c	e
i	c02035029.26
m	Ex. 35:5, 21; 36:3; 1 Chr. 29:9
V	02035030
c	f
i	c02035030.27
m	Ex. 31:1-6
V	02035034
c	g
i	c02035034.28
m	Ex. 31:6
V	02035035
c	h
i	c02035035.29
m	Ex. 31:3, 6; 35:31; 1 Kin. 7:14; 2 Chr. 2:14; Is.
