C	Chapter 9
V	02009001
c	a
i	c02009001.1
m	Ex. 4:23; 8:1
V	02009001
c	b
i	c02009001.2
m	Ex. 7:16
V	02009002
c	c
i	c02009002.3
m	Ex. 8:2
V	02009003
c	d
i	c02009003.4
m	Ex. 7:4;
V	02009004
c	e
i	c02009004.5
m	Ex. 8:22
V	02009006
c	f
i	c02009006.6
m	Ex. 9:19, 20, 25; Ps. 78:48,
V	02009007
c	g
i	c02009007.7
m	Ex. 7:14; 8:32
V	02009009
c	h
i	c02009009.8
m	Deut. 28:27; Rev. 16:2
V	02009011
c	j
i	c02009011.9
m	[Ex. 8:18, 19; 2 Tim. 3:9] k Deut. 28:27; Job 2:7; Rev.
V	02009012
c	l
i	c02009012.10
m	Ex. 7:13 m Ex.
V	02009013
c	n
i	c02009013.11
m	Ex. 8:20
V	02009013
c	o
i	c02009013.12
m	Ex. 9:1
V	02009014
c	p
i	c02009014.13
m	Ex. 8:10; Deut. 3:24;
V	02009015
c	q
i	c02009015.14
m	Ex. 3:20; 7:5
V	02009015
c	r
i	c02009015.15
m	Ex. 5:3
V	02009016
c	s
i	c02009016.16
m	Ex. 14:17; Prov. 16:4; [Rom. 9:17, 18; 1 Pet.
V	02009016
c	t
i	c02009016.17
m	Ex. 7:4, 5; 10:1; 11:9; 14:17 u 1 Kin.
V	02009020
c	v
i	c02009020.18
m	Ex. 1:17; 14:31; [Prov. 13:13] w Ex. 8:19;
V	02009022
c	x
i	c02009022.19
m	Rev. 16:21
V	02009023
c	y
i	c02009023.20
m	Gen. 19:24; Josh. 10:11; Ps. 105:32; 148:8; Is. 30:30; Ezek. 38:22; Rev. 8:7
V	02009025
c	z
i	c02009025.21
m	Ex. 9:19; Ps.
V	02009026
c	a
i	c02009026.22
m	Ex. 8:22, 23; 12:13; Is. 32:18,
V	02009027
c	b
i	c02009027.23
m	Ex. 8:8 c Ex. d 2 Chr. 12:6; Ps. Lam. 1:18
V	02009028
c	e
i	c02009028.24
m	Ex. 8:8, 28; 10:17; Acts 8:24
V	02009029
c	h
i	c02009029.25
m	Ex. 8:22; 19:5; 20:11; Ps. 24:1; 1 Cor. 10:26,
V	02009030
c	i
i	c02009030.26
m	Ex. 8:29; [Is.
V	02009031
c	j
i	c02009031.27
m	Ruth 1:22;
V	02009033
c	k
i	c02009033.28
m	Ex. 8:12; 9:29
V	02009035
c	l
i	c02009035.29
m	Ex. 4:21
