C	Chapter 11
V	02011001
c	a
i	c02011001.1
m	Ex. 12:31, 33,
V	02011002
c	c
i	c02011002.2
m	Ex. 3:22;
V	02011003
c	d
i	c02011003.3
m	Ex. 3:21; 12:36; Ps. 106:46 e Deut. 34:10-12;
V	02011004
c	f
i	c02011004.4
m	Ex. 12:12, 23,
V	02011005
c	g
i	c02011005.5
m	Ex. 4:23; 12:12, 29; Ps. 78:51; 136:10; Amos 4:10
V	02011006
c	h
i	c02011006.6
m	Ex. 12:30; Amos 5:17 i Ex.
V	02011007
c	j
i	c02011007.7
m	Ex. 8:22 k Josh.
V	02011008
c	l
i	c02011008.8
m	Ex. 12:31-33
V	02011008
c	m
i	c02011008.9
m	Ex. 10:29; Heb.
V	02011009
c	n
i	c02011009.10
m	Ex. 3:19; 7:4; 10:1 o Ex. 7:3; 9:16
V	02011010
c	p
i	c02011010.11
m	Ex. 7:3; 9:12; 10:1, 20, 27; Josh. 11:20; Is. 63:17; John 12:40; Rom.
V	02011039
c	b
i	c02011039.12
m	Ex. 6:1; 12:39
