C	Chapter 4
V	02004005
c	a
i	c02004005.1
m	Ex. 4:31; 19:9
V	02004005
c	b
i	c02004005.2
m	Gen. 28:13; 48:15; Ex. 3:6,
V	02004006
c	c
i	c02004006.3
m	Num. 12:10; 2 Kin. 5:27
V	02004007
c	d
i	c02004007.4
m	Num. 12:13-15; Deut. 32:39
V	02004008
c	e
i	c02004008.5
m	Ex. 7:6-13
V	02004009
c	f
i	c02004009.6
m	Ex. 7:19,
V	02004010
c	g
i	c02004010.7
m	Ex. 3:11; 4:1; 6:12; Jer. 1:6
V	02004010
c	z
i	c02004010.8
m	Ex. 7:3, 13; 27; 14:4, 8; Deut. 2:30; Josh. 11:20;
V	02004011
c	h
i	c02004011.9
m	Ps. 94:9; 146:8; Matt. 11:5; Luke 1:20,
V	02004012
c	i
i	c02004012.10
m	Ex. 4:15, 16; Deut. 18:18; Is. 50:4; Jer. 1:9; [Matt. 10:19; Mark 13:11; Luke 12:11,
V	02004013
c	j
i	c02004013.11
m	Jon. 1:3
V	02004014
c	k
i	c02004014.12
m	Num. 11:1,
V	02004015
c	n
i	c02004015.13
m	Ex. 4:12, 30; 7:1, 2 o Num. 23:5, 12; Deut. 18:18;
V	02004016
c	q
i	c02004016.14
m	Ex. 7:1,
V	02004018
c	r
i	c02004018.15
m	Ex. 2:21; 3:1; 4:18 s Gen. 43:23; Judg. 18:6
V	02004019
c	t
i	c02004019.16
m	Ex. 3:1; 18:1
V	02004019
c	u
i	c02004019.17
m	Gen. 46:3, 6 v Ex. 2:15, 23; Matt.
V	02004020
c	w
i	c02004020.18
m	Ex. 18:2-5; Acts 7:29 x Ex. 4:17; 17:9; Num.
V	02004021
c	y
i	c02004021.19
m	Ex. 3:20; 11:9,
V	02004024
c	e
i	c02004024.20
m	Gen. 42:27
V	02004024
c	g
i	c02004024.21
m	Gen. 17:14
V	02004025
c	h
i	c02004025.22
m	Ex. 2:21; 18:2
V	02004025
c	i
i	c02004025.23
m	Gen. 17:14; Josh.
V	02004027
c	j
i	c02004027.24
m	Ex. 4:14 k Ex.
V	02004028
c	l
i	c02004028.25
m	Ex. 4:15,
V	02004028
c	m
i	c02004028.26
m	Ex. 4:8,
V	02004029
c	n
i	c02004029.27
m	Ex. 3:16; 12:21
V	02004030
c	o
i	c02004030.28
m	Ex. 4:15,
V	02004031
c	p
i	c02004031.29
m	Ex. 3:18; 4:8, 9; 19:9 q Gen. 50:24; Ex. 3:16 r Ex. 2:25; 3:7 s Gen. 24:26; Ex. 12:27; 1 Chr.
V	02004033
c	l
i	c02004033.30
m	Num. 26:59
V	02004033
c	m
i	c02004033.31
m	Ex. 4:27;
