C	Chapter 6
V	33006001
c	a
i	c33006001.1
m	Rom. 14:1; [Gal. 6:1, 2]; 1 Thess. 5:14
V	33006002
c	b
i	c33006002.2
m	1 Cor. 9:22; 10:24, 33; 2 Cor.
V	33006003
c	c
i	c33006003.3
m	Matt. 26:39; [Phil. 2:5-8]
V	33006009
c	l
i	c33006009.4
m	John 10:16 m
V	33006010
c	n
i	c33006010.5
m	Deut. 32:43
V	33006011
c	o
i	c33006011.6
m	Ps. 117:1
V	33006012
c	p
i	c33006012.7
m	Is. 11:1, 10 #
V	33006013
c	q
i	c33006013.8
m	Rom. 12:12;
V	33006014
c	r
i	c33006014.9
m	2 Pet. 1:12 s 1 Cor. 1:5; 8:1, 7,
V	33006015
c	t
i	c33006015.10
m	Rom. 1:5; 12:3
V	33006016
c	u
i	c33006016.11
m	Acts 9:15; Rom. 11:13 v [Is. 66:20]
V	33006017
c	w
i	c33006017.12
m	Heb. 2:17; 5:1
V	33006018
c	x
i	c33006018.13
m	Acts 15:12; 21:19; 2 Cor. 3:5; Gal. 2:8 y Rom. 1:5
V	33006019
c	z
i	c33006019.14
m	Acts 19:11
V	33006020
c	a
i	c33006020.15
m	1 Cor. 3:10; [2 Cor. 10:13,
V	33006021
c	b
i	c33006021.16
m	Is. 52:15
V	33006022
c	c
i	c33006022.17
m	Rom. 1:13; 1 Thess. 2:17,
V	33006023
c	d
i	c33006023.18
m	Acts 19:21; 23:11; Rom.
V	33006024
c	e
i	c33006024.19
m	Acts 15:3
V	33006024
c	f
i	c33006024.20
m	Rom. 1:12 8 NU
V	33006025
c	g
i	c33006025.21
m	Acts 19:21
V	33006026
c	h
i	c33006026.22
m	1 Cor. 16:1; 2 Cor. 8:1-15
V	33006027
c	i
i	c33006027.23
m	Rom. 11:17 j 1 Cor. 9:11
V	33006028
c	k
i	c33006028.24
m	Phil. 4:17
V	33006030
c	m
i	c33006030.25
m	Phil. 2:1 n 2 Cor. 1:11; Col.
V	33006031
c	o
i	c33006031.26
m	2 Tim. 3:11; 4:17 p 2 Cor. 8:4
V	33006032
c	q
i	c33006032.27
m	Rom. 1:10
V	33006032
c	r
i	c33006032.28
m	Acts 18:21 s 1 Cor. 16:18
V	33006033
c	t
i	c33006033.29
m	Rom. 16:20; 1 Cor. 14:33; 2 Cor. 13:11; Phil. 4:9; [1 Thess. 5:23]; 2 Thess. 3:16; Heb.
