C	Chapter 9
V	43009001
c	a
i	c43009001.1
m	Rev. 6:1
V	43009002
c	b
i	c43009002.2
m	[Matt. 18:10]; Luke 1:19 c 2 Chr. 29:25-28 Luke 1:10
V	43009003
c	d
i	c43009003.3
m	Rev. 5:8
V	43009005
c	g
i	c43009005.4
m	Ex. 19:16; Rev. 11:19; 16:18 h Rev. 4:5 i
V	43009007
c	j
i	c43009007.5
m	Ex. 9:23; Is. 28:2; Ezek. 38:22; Joel 2:30 k Rev. 16:2 l Is. 2:13; Rev.
V	43009008
c	m
i	c43009008.6
m	Jer. 51:25; Amos 7:4 n Ex. 7:17; Rev. 11:6; 16:3 o Ezek. 14:19
V	43009009
c	p
i	c43009009.7
m	Rev. 16:3
V	43009010
c	q
i	c43009010.8
m	Is. 14:12; Rev. 6:13; 9:1 r Rev.
V	43009011
c	s
i	c43009011.9
m	Ruth 1:20 t Ex.
V	43009012
c	u
i	c43009012.10
m	Is. 13:10; Joel 2:31; Amos 8:9; Matt. 24:29; Rev.
V	43009013
c	v
i	c43009013.11
m	Rev. 14:6; 19:17 w Rev. 9:12;
