C	Chapter 30
V	18030004
c	a
i	c18030004.1
m	[Gen. 2:7]; Job 32:8
V	18030007
c	c
i	c18030007.2
m	Job 9:34
V	18030009
c	d
i	c18030009.3
m	Job 10:7
V	18030010
c	e
i	c18030010.4
m	Job 13:24; 16:9
V	18030011
c	f
i	c18030011.5
m	Job 13:27; 19:8
V	18030013
c	g
i	c18030013.6
m	Job 40:2; [Is.
V	18030014
c	h
i	c18030014.7
m	Job 33:29; 40:5; Ps. 62:11
V	18030015
c	i
i	c18030015.8
m	[Num. 12:6]
V	18030019
c	k
i	c18030019.9
m	Job 30:17
V	18030020
c	l
i	c18030020.10
m	Ps. 107:18
V	18030020
c	m
i	c18030020.11
m	Job 3:24; 6:7
V	18030027
c	n
i	c18030027.12
m	[2 Sam. 12:13; Prov. 28:13; Luke 15:21; 1 John 1:9] o [Rom. 6:21]
V	18030028
c	p
i	c18030028.13
m	Is. 38:17
V	18030030
c	q
i	c18030030.14
m	Ps. 56:13
V	18030033
c	r
i	c18030033.15
m	Ps. 34:11
