C	Chapter 2
V	18002003
c	a
i	c18002003.1
m	[Ps. 37:35, 36]; Jer. 12:1-3
V	18002004
c	b
i	c18002004.2
m	Ps. 119:155
V	18002004
c	c
i	c18002004.3
m	Ps. 109:12
V	18002007
c	d
i	c18002007.4
m	Job 14:1
V	18002010
c	e
i	c18002010.5
m	[Job 36:27-29;
V	18002011
c	f
i	c18002011.6
m	Ps. 113:7
V	18002012
c	g
i	c18002012.7
m	Neh. 4:15
V	18002015
c	i
i	c18002015.8
m	Job 4:10, 11; Ps. 35:10
V	18002016
c	j
i	c18002016.9
m	1 Sam. 2:8; Ps.
V	18002017
c	k
i	c18002017.10
m	Ps. 94:12; [Prov. 3:11, 12; Heb. 12:5, 6; Rev.
V	18002018
c	l
i	c18002018.11
m	[Deut. 32:39;
V	18002019
c	m
i	c18002019.12
m	Ps. 34:19; 91:3; [1 Cor. 10:13]
V	18002019
c	n
i	c18002019.13
m	Ps. 91:10; [Prov.
V	18002020
c	o
i	c18002020.14
m	Ps. 33:19, 20;
V	18002021
c	p
i	c18002021.15
m	Job 5:15; Ps.
V	18002022
c	q
i	c18002022.16
m	Ps. 91:13; Is. Ezek. 34:25 r Hos.
V	18002023
c	s
i	c18002023.17
m	Ps. 91:12
V	18002025
c	t
i	c18002025.18
m	Ps. 112:2 u Ps.
V	18002026
c	v
i	c18002026.19
m	[Prov. 9:11;
V	18002027
c	w
i	c18002027.20
m	Ps. 111:2
