C	Chapter 37
V	18037001
c	a
i	c18037001.1
m	Job 38:1
V	18037002
c	b
i	c18037002.2
m	Job 9:3; 10:2; 33:13 c Job 13:3;
V	18037004
c	d
i	c18037004.3
m	Ezra 9:6; Job 42:6 e Job 29:9; Ps. 39:9
V	18037006
c	f
i	c18037006.4
m	Job 38:1
V	18037007
c	g
i	c18037007.5
m	Job 38:3 h Job
V	18037008
c	i
i	c18037008.6
m	Job 16:11; 19:6; [Ps. 51:4; Rom.
V	18037010
c	k
i	c18037010.7
m	Ps. 93:1; 104:1
V	18037012
c	l
i	c18037012.8
m	1 Sam. 2:7; [Is. 2:12; 13:11]; Dan. 4:37
V	18037019
c	m
i	c18037019.9
m	Job 26:14
V	18037020
c	n
i	c18037020.10
m	Ps. 104:14
