C	Chapter 10
V	18010002
c	a
i	c18010002.1
m	Job 12:3
V	18010003
c	b
i	c18010003.2
m	Job 23:3; 31:35
V	18010004
c	c
i	c18010004.3
m	Job 6:21; [Jer.
V	18010005
c	d
i	c18010005.4
m	Job 13:13; 21:5; Prov. 17:28
V	18010007
c	e
i	c18010007.5
m	Job 27:4; 36:4
V	18010014
c	f
i	c18010014.6
m	Job 18:4
V	18010015
c	h
i	c18010015.7
m	Job 27:5
V	18010016
c	i
i	c18010016.8
m	Job 8:13
V	18010018
c	j
i	c18010018.9
m	[Rom. 8:34]
V	18010019
c	k
i	c18010019.10
m	Job 7:21; 10:8; Is. 50:8
V	18010020
c	l
i	c18010020.11
m	Job 9:34
V	18010021
c	m
i	c18010021.12
m	Job 9:34; Ps.
V	18010022
c	n
i	c18010022.13
m	Job 9:16;
V	18010024
c	o
i	c18010024.14
m	[Deut. 32:20]; Ps. 13:1 p Lam. 2:5
V	18010025
c	q
i	c18010025.15
m	Is. 42:3
V	18010026
c	r
i	c18010026.16
m	Job 20:11
V	18010027
c	s
i	c18010027.17
m	Job 33:11
