C	Chapter 6
V	18006002
c	a
i	c18006002.1
m	[Job 4:17; 15:14-16; Ps. 143:2; Rom. 3:20] b [Hab. 2:4; Rom. 1:17; Gal. 3:11; Heb. 10:38]
V	18006004
c	c
i	c18006004.2
m	Job 36:5
V	18006006
c	d
i	c18006006.3
m	Is. 2:19, 21; Hag. 2:6; Heb. 12:26 e Job 26:11
V	18006009
c	g
i	c18006009.4
m	Gen. 1:16; Job 38:31; Amos 5:8
V	18006010
c	h
i	c18006010.5
m	Job 5:9
V	18006011
c	i
i	c18006011.6
m	[Job 23:8, 9;
V	18006012
c	j
i	c18006012.7
m	[Is. 45:9; Dan. 4:35; Rom. 9:20]
V	18006013
c	k
i	c18006013.8
m	Job 26:12
V	18006015
c	l
i	c18006015.9
m	Job 10:15;
V	18006017
c	m
i	c18006017.10
m	Job 2:3
V	18006022
c	n
i	c18006022.11
m	[Eccl. 9:2, 3]; Ezek. 21:3
V	18006025
c	o
i	c18006025.12
m	Job 7:6,
V	18006026
c	p
i	c18006026.13
m	Job 39:29;
V	18006027
c	q
i	c18006027.14
m	Job 7:13
V	18006028
c	r
i	c18006028.15
m	Ps. 119:120
V	18006028
c	s
i	c18006028.16
m	Ex. 20:7
V	18006030
c	t
i	c18006030.17
m	[Jer. 2:22]
V	18006032
c	u
i	c18006032.18
m	Eccl. 6:10; [Is. 45:9; Jer. 49:19; Rom. 9:20]
V	18006034
c	w
i	c18006034.19
m	Job 13:20, 21; Ps. 39:10
