C	Chapter 2
V	55002001
c	a
i	c55002001.1
m	Gen. 14:18-20;
V	55002005
c	b
i	c55002005.2
m	Num. 18:21-26;
V	55002006
c	c
i	c55002006.3
m	Gen. 14:19,
V	55002008
c	e
i	c55002008.4
m	Heb. 5:6; 6:20;
V	55002011
c	f
i	c55002011.5
m	[Rom. 7:7-14];
V	55002014
c	g
i	c55002014.6
m	Gen. 49:8-10;
V	55002017
c	i
i	c55002017.7
m	Ps. 110:4 #;
V	55002018
c	j
i	c55002018.8
m	[Rom. 8:3];
V	55002019
c	k
i	c55002019.9
m	[Acts 13:39];
V	55002021
c	n
i	c55002021.10
m	Ps. 110:4;
V	55002022
c	o
i	c55002022.11
m	Heb. 8:6
V	55002025
c	p
i	c55002025.12
m	Jude
V	55002026
c	r
i	c55002026.13
m	[2 Cor. 5:21];
V	55002027
c	t
i	c55002027.14
m	Lev. 9:7; 16:6;
