C	Chapter 1
V	55001001
c	a
i	c55001001.1
m	Heb. 5:12
V	55001002
c	c
i	c55001002.2
m	John 3:25; Acts
V	55001004
c	g
i	c55001004.3
m	[John 4:10];
V	55001006
c	i
i	c55001006.4
m	Heb. 10:29
V	55001007
c	j
i	c55001007.5
m	Ps. 65:10
V	55001008
c	k
i	c55001008.6
m	Is. 5:6
V	55001010
c	l
i	c55001010.7
m	Rom. 3:4
V	55001011
c	o
i	c55001011.8
m	Col. 2:2
V	55001012
c	p
i	c55001012.9
m	Heb. 10:36
V	55001013
c	q
i	c55001013.10
m	Gen. 22:16,
V	55001014
c	r
i	c55001014.11
m	Gen. 22:16,
V	55001015
c	s
i	c55001015.12
m	Gen. 12:4; 21:5
V	55001016
c	t
i	c55001016.13
m	Ex. 22:11
V	55001019
c	y
i	c55001019.14
m	Lev. 16:2, 15;
V	55001020
c	z
i	c55001020.15
m	[John 14:2;
