C	Chapter 6
V	49006001
c	a
i	c49006001.1
m	1 Cor. 15:58
V	49006003
c	c
i	c49006003.2
m	[Rom. 12:2]
V	49006004
c	f
i	c49006004.3
m	Rom. 6:19
V	49006005
c	g
i	c49006005.4
m	Col. 3:5 h Eph.
V	49006006
c	j
i	c49006006.5
m	2 Thess. 1:8
V	49006007
c	k
i	c49006007.6
m	Lev. 11:44;
V	49006008
c	l
i	c49006008.7
m	Luke 10:16
V	49006009
c	n
i	c49006009.8
m	[Jer. 31:33, 34];
V	49006010
c	p
i	c49006010.9
m	1 Thess. 3:12
V	49006011
c	q
i	c49006011.10
m	2 Thess. 3:11; 1 Pet. 4:15
V	49006011
c	r
i	c49006011.11
m	Acts 20:35
V	49006012
c	s
i	c49006012.12
m	Rom. 13:13;
V	49006013
c	t
i	c49006013.13
m	Lev. 19:28
V	49006014
c	v
i	c49006014.14
m	1 Cor. 15:13
V	49006015
c	x
i	c49006015.15
m	1 Kin. 13:17;
V	49006016
c	z
i	c49006016.16
m	[Matt. 24:30,
V	49006017
c	d
i	c49006017.17
m	Dan. 7:13;
V	49006018
c	f
i	c49006018.18
m	1 Thess. 5:11
